Aasta,Sugu,Elukoht,Amet,Aasta_label,Sugu_label,Elukoht_label,Amet_label,value
2021,1,11,10,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Pedagoogika tippspetsialistid,219
2021,1,11,11,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Äri ja halduse tippspetsialistid,148
2021,1,11,12,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..IKT tippspetsialistid,61
2021,1,11,13,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","..Õigus-, sotsiaal- ja kultuurivaldkonna tippspetsialistid",83
2021,1,11,14,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",Tehnikud ja keskastme spetsialistid,477
2021,1,11,15,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Loodus- ja tehnikateaduste keskastme spetsialistid,109
2021,1,11,16,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Tervishoiu keskastme spetsialistid,19
2021,1,11,17,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Äri ja halduse keskastme spetsialistid,248
2021,1,11,18,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","..Õigus-, sotsiaal-, kultuuri- jms valdkonna keskastme spetsialistid",76
2021,1,11,19,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Infotehnoloogia ja telekommunikatsiooni tehnikud,25
2021,1,11,20,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",Kontoritöötajad ja klienditeenindajad,368
2021,1,11,21,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Kontoritöötajad,61
2021,1,11,22,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Klienditeenindajad,98
2021,1,11,23,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Arvepidamise ja materjaliarvestuse kontoritöötajad,159
2021,1,11,24,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Muud kontoritöötajad ja klienditeenindajad,50
2021,1,11,25,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",Teenindus- ja müügitöötajad,790
2021,1,11,26,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Isikuteenindajad,167
2021,1,11,27,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Müügitöötajad,329
2021,1,11,28,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Isikuhooldustöötajad,185
2021,1,11,29,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","..Pääste-, politsei- ja turvatöötajad",109
2021,1,11,30,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","Põllumajanduse, metsanduse, kalanduse ja jahinduse oskustöölised",27
2021,1,11,31,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Põllumajanduse oskustöölised,20
2021,1,11,32,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","..Metsanduse, kalanduse ja jahinduse oskustöölised",7
2021,1,11,33,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","..Oma tarbeks põllumajanduse, kalapüügi, jahi ning metsasaaduste korjamisega tegelejad",0
2021,1,11,34,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",Oskus- ja käsitöölised,659
2021,1,11,35,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","..Ehitustöölised, v.a elektrikud",212
2021,1,11,36,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","..Metallitöötluse, masinaehituse jms oskustöölised",203
2021,1,11,37,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","..Käsitöömeistrid, täppisinstrumentide valmistajad ja trükitöölised",25
2021,1,11,38,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Elektri- ja elektroonikavaldkonna töölised,66
2021,1,11,39,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","..Toiduaine-, puidu- ning rõivatööstuse jms oskus- ja käsitöölised",153
2021,1,11,40,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",Seadme- ja masinaoperaatorid ning koostajad,704
2021,1,11,41,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Seadme- ja masinaoperaatorid,132
2021,1,11,42,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Koostajad,269
2021,1,11,43,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Mootorsõidukite ja liikurmasinate juhid,303
2021,1,11,44,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",Lihttöölised,449
2021,1,11,45,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Puhastustöölised ja abilised,152
2021,1,11,46,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","..Põllumajanduse, metsanduse ja kalanduse lihttöölised",12
2021,1,11,47,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena","..Mäetööstuse, ehituse, töötleva tööstuse ja veonduse lihttöölised",176
2021,1,11,48,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Toitlustuse abitöölised,45
2021,1,11,49,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Tänaval jms kohtades teenuse osutajad,0
2021,1,11,50,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",..Jäätmekäitluse jm lihttöölised,63
2021,1,11,51,2021,Mehed ja naised,"....Lääne-Harju vald, v.a Paldiski linn asustusüksusena",Sõjaväelased,54
2021,1,003704460000L4,1,2021,Mehed ja naised,..Maardu linn,Ametid kokku,8115
2021,1,003704460000L4,2,2021,Mehed ja naised,..Maardu linn,Juhid,456
2021,1,003704460000L4,3,2021,Mehed ja naised,..Maardu linn,"..Seadusandjad, kõrgemad ametnikud ja tippjuhid",35
2021,1,003704460000L4,4,2021,Mehed ja naised,..Maardu linn,..Äriteenindus- ja haldusjuhid,146
2021,1,003704460000L4,5,2021,Mehed ja naised,..Maardu linn,..Põhitegevuse ja valdkondade juhid,184
2021,1,003704460000L4,6,2021,Mehed ja naised,..Maardu linn,"..Külalismajanduse, kaubandus- jm teenuste juhid",91
2021,1,003704460000L4,7,2021,Mehed ja naised,..Maardu linn,Tippspetsialistid,925
2021,1,003704460000L4,8,2021,Mehed ja naised,..Maardu linn,..Loodus- ja tehnikateaduste tippspetsialistid,159
2021,1,003704460000L4,9,2021,Mehed ja naised,..Maardu linn,..Tervishoiu tippspetsialistid,168
2021,1,003704460000L4,10,2021,Mehed ja naised,..Maardu linn,..Pedagoogika tippspetsialistid,265
2021,1,003704460000L4,11,2021,Mehed ja naised,..Maardu linn,..Äri ja halduse tippspetsialistid,157
2021,1,003704460000L4,12,2021,Mehed ja naised,..Maardu linn,..IKT tippspetsialistid,83
2021,1,003704460000L4,13,2021,Mehed ja naised,..Maardu linn,"..Õigus-, sotsiaal- ja kultuurivaldkonna tippspetsialistid",93
2021,1,003704460000L4,14,2021,Mehed ja naised,..Maardu linn,Tehnikud ja keskastme spetsialistid,783
2021,1,003704460000L4,15,2021,Mehed ja naised,..Maardu linn,..Loodus- ja tehnikateaduste keskastme spetsialistid,269
2021,1,003704460000L4,16,2021,Mehed ja naised,..Maardu linn,..Tervishoiu keskastme spetsialistid,54
2021,1,003704460000L4,17,2021,Mehed ja naised,..Maardu linn,..Äri ja halduse keskastme spetsialistid,327
2021,1,003704460000L4,18,2021,Mehed ja naised,..Maardu linn,"..Õigus-, sotsiaal-, kultuuri- jms valdkonna keskastme spetsialistid",79
2021,1,003704460000L4,19,2021,Mehed ja naised,..Maardu linn,..Infotehnoloogia ja telekommunikatsiooni tehnikud,54
2021,1,003704460000L4,20,2021,Mehed ja naised,..Maardu linn,Kontoritöötajad ja klienditeenindajad,745
2021,1,003704460000L4,21,2021,Mehed ja naised,..Maardu linn,..Kontoritöötajad,95
2021,1,003704460000L4,22,2021,Mehed ja naised,..Maardu linn,..Klienditeenindajad,186
2021,1,003704460000L4,23,2021,Mehed ja naised,..Maardu linn,..Arvepidamise ja materjaliarvestuse kontoritöötajad,383
2021,1,003704460000L4,24,2021,Mehed ja naised,..Maardu linn,..Muud kontoritöötajad ja klienditeenindajad,81
2021,1,003704460000L4,25,2021,Mehed ja naised,..Maardu linn,Teenindus- ja müügitöötajad,1263
2021,1,003704460000L4,26,2021,Mehed ja naised,..Maardu linn,..Isikuteenindajad,316
2021,1,003704460000L4,27,2021,Mehed ja naised,..Maardu linn,..Müügitöötajad,603
2021,1,003704460000L4,28,2021,Mehed ja naised,..Maardu linn,..Isikuhooldustöötajad,219
2021,1,003704460000L4,29,2021,Mehed ja naised,..Maardu linn,"..Pääste-, politsei- ja turvatöötajad",125
2021,1,003704460000L4,30,2021,Mehed ja naised,..Maardu linn,"Põllumajanduse, metsanduse, kalanduse ja jahinduse oskustöölised",10
2021,1,003704460000L4,31,2021,Mehed ja naised,..Maardu linn,..Põllumajanduse oskustöölised,9
2021,1,003704460000L4,32,2021,Mehed ja naised,..Maardu linn,"..Metsanduse, kalanduse ja jahinduse oskustöölised",0
2021,1,003704460000L4,33,2021,Mehed ja naised,..Maardu linn,"..Oma tarbeks põllumajanduse, kalapüügi, jahi ning metsasaaduste korjamisega tegelejad",0
2021,1,003704460000L4,34,2021,Mehed ja naised,..Maardu linn,Oskus- ja käsitöölised,1331
2021,1,003704460000L4,35,2021,Mehed ja naised,..Maardu linn,"..Ehitustöölised, v.a elektrikud",394
2021,1,003704460000L4,36,2021,Mehed ja naised,..Maardu linn,"..Metallitöötluse, masinaehituse jms oskustöölised",474
2021,1,003704460000L4,37,2021,Mehed ja naised,..Maardu linn,"..Käsitöömeistrid, täppisinstrumentide valmistajad ja trükitöölised",39
2021,1,003704460000L4,38,2021,Mehed ja naised,..Maardu linn,..Elektri- ja elektroonikavaldkonna töölised,131
2021,1,003704460000L4,39,2021,Mehed ja naised,..Maardu linn,"..Toiduaine-, puidu- ning rõivatööstuse jms oskus- ja käsitöölised",293
2021,1,003704460000L4,40,2021,Mehed ja naised,..Maardu linn,Seadme- ja masinaoperaatorid ning koostajad,1272
2021,1,003704460000L4,41,2021,Mehed ja naised,..Maardu linn,..Seadme- ja masinaoperaatorid,360
2021,1,003704460000L4,42,2021,Mehed ja naised,..Maardu linn,..Koostajad,228
2021,1,003704460000L4,43,2021,Mehed ja naised,..Maardu linn,..Mootorsõidukite ja liikurmasinate juhid,684
2021,1,003704460000L4,44,2021,Mehed ja naised,..Maardu linn,Lihttöölised,1322
2021,1,003704460000L4,45,2021,Mehed ja naised,..Maardu linn,..Puhastustöölised ja abilised,444
2021,1,003704460000L4,46,2021,Mehed ja naised,..Maardu linn,"..Põllumajanduse, metsanduse ja kalanduse lihttöölised",6
2021,1,003704460000L4,47,2021,Mehed ja naised,..Maardu linn,"..Mäetööstuse, ehituse, töötleva tööstuse ja veonduse lihttöölised",502
2021,1,003704460000L4,48,2021,Mehed ja naised,..Maardu linn,..Toitlustuse abitöölised,113
2021,1,003704460000L4,49,2021,Mehed ja naised,..Maardu linn,..Tänaval jms kohtades teenuse osutajad,3
2021,1,003704460000L4,50,2021,Mehed ja naised,..Maardu linn,..Jäätmekäitluse jm lihttöölised,254
2021,1,003704460000L4,51,2021,Mehed ja naised,..Maardu linn,Sõjaväelased,8
2021,1,00370651000001,1,2021,Mehed ja naised,..Raasiku vald,Ametid kokku,2601
2021,1,00370651000001,2,2021,Mehed ja naised,..Raasiku vald,Juhid,289
2021,1,00370651000001,3,2021,Mehed ja naised,..Raasiku vald,"..Seadusandjad, kõrgemad ametnikud ja tippjuhid",27
2021,1,00370651000001,4,2021,Mehed ja naised,..Raasiku vald,..Äriteenindus- ja haldusjuhid,86
2021,1,00370651000001,5,2021,Mehed ja naised,..Raasiku vald,..Põhitegevuse ja valdkondade juhid,136
2021,1,00370651000001,6,2021,Mehed ja naised,..Raasiku vald,"..Külalismajanduse, kaubandus- jm teenuste juhid",40
2021,1,00370651000001,7,2021,Mehed ja naised,..Raasiku vald,Tippspetsialistid,526
2021,1,00370651000001,8,2021,Mehed ja naised,..Raasiku vald,..Loodus- ja tehnikateaduste tippspetsialistid,78
2021,1,00370651000001,9,2021,Mehed ja naised,..Raasiku vald,..Tervishoiu tippspetsialistid,59
2021,1,00370651000001,10,2021,Mehed ja naised,..Raasiku vald,..Pedagoogika tippspetsialistid,155
2021,1,00370651000001,11,2021,Mehed ja naised,..Raasiku vald,..Äri ja halduse tippspetsialistid,118
2021,1,00370651000001,12,2021,Mehed ja naised,..Raasiku vald,..IKT tippspetsialistid,66
2021,1,00370651000001,13,2021,Mehed ja naised,..Raasiku vald,"..Õigus-, sotsiaal- ja kultuurivaldkonna tippspetsialistid",50
2021,1,00370651000001,14,2021,Mehed ja naised,..Raasiku vald,Tehnikud ja keskastme spetsialistid,329
2021,1,00370651000001,15,2021,Mehed ja naised,..Raasiku vald,..Loodus- ja tehnikateaduste keskastme spetsialistid,77
2021,1,00370651000001,16,2021,Mehed ja naised,..Raasiku vald,..Tervishoiu keskastme spetsialistid,11
2021,1,00370651000001,17,2021,Mehed ja naised,..Raasiku vald,..Äri ja halduse keskastme spetsialistid,167
2021,1,00370651000001,18,2021,Mehed ja naised,..Raasiku vald,"..Õigus-, sotsiaal-, kultuuri- jms valdkonna keskastme spetsialistid",40
2021,1,00370651000001,19,2021,Mehed ja naised,..Raasiku vald,..Infotehnoloogia ja telekommunikatsiooni tehnikud,34
2021,1,00370651000001,20,2021,Mehed ja naised,..Raasiku vald,Kontoritöötajad ja klienditeenindajad,247
2021,1,00370651000001,21,2021,Mehed ja naised,..Raasiku vald,..Kontoritöötajad,45
2021,1,00370651000001,22,2021,Mehed ja naised,..Raasiku vald,..Klienditeenindajad,53
2021,1,00370651000001,23,2021,Mehed ja naised,..Raasiku vald,..Arvepidamise ja materjaliarvestuse kontoritöötajad,117
2021,1,00370651000001,24,2021,Mehed ja naised,..Raasiku vald,..Muud kontoritöötajad ja klienditeenindajad,32
2021,1,00370651000001,25,2021,Mehed ja naised,..Raasiku vald,Teenindus- ja müügitöötajad,332
2021,1,00370651000001,26,2021,Mehed ja naised,..Raasiku vald,..Isikuteenindajad,68
2021,1,00370651000001,27,2021,Mehed ja naised,..Raasiku vald,..Müügitöötajad,169
2021,1,00370651000001,28,2021,Mehed ja naised,..Raasiku vald,..Isikuhooldustöötajad,68
2021,1,00370651000001,29,2021,Mehed ja naised,..Raasiku vald,"..Pääste-, politsei- ja turvatöötajad",27
2021,1,00370651000001,30,2021,Mehed ja naised,..Raasiku vald,"Põllumajanduse, metsanduse, kalanduse ja jahinduse oskustöölised",16
2021,1,00370651000001,31,2021,Mehed ja naised,..Raasiku vald,..Põllumajanduse oskustöölised,13
2021,1,00370651000001,32,2021,Mehed ja naised,..Raasiku vald,"..Metsanduse, kalanduse ja jahinduse oskustöölised",3
2021,1,00370651000001,33,2021,Mehed ja naised,..Raasiku vald,"..Oma tarbeks põllumajanduse, kalapüügi, jahi ning metsasaaduste korjamisega tegelejad",0
2021,1,00370651000001,34,2021,Mehed ja naised,..Raasiku vald,Oskus- ja käsitöölised,352
2021,1,00370651000001,35,2021,Mehed ja naised,..Raasiku vald,"..Ehitustöölised, v.a elektrikud",117
2021,1,00370651000001,36,2021,Mehed ja naised,..Raasiku vald,"..Metallitöötluse, masinaehituse jms oskustöölised",108
2021,1,00370651000001,37,2021,Mehed ja naised,..Raasiku vald,"..Käsitöömeistrid, täppisinstrumentide valmistajad ja trükitöölised",20
2021,1,00370651000001,38,2021,Mehed ja naised,..Raasiku vald,..Elektri- ja elektroonikavaldkonna töölised,28
2021,1,00370651000001,39,2021,Mehed ja naised,..Raasiku vald,"..Toiduaine-, puidu- ning rõivatööstuse jms oskus- ja käsitöölised",79
2021,1,00370651000001,40,2021,Mehed ja naised,..Raasiku vald,Seadme- ja masinaoperaatorid ning koostajad,244
2021,1,00370651000001,41,2021,Mehed ja naised,..Raasiku vald,..Seadme- ja masinaoperaatorid,82
2021,1,00370651000001,42,2021,Mehed ja naised,..Raasiku vald,..Koostajad,35
2021,1,00370651000001,43,2021,Mehed ja naised,..Raasiku vald,..Mootorsõidukite ja liikurmasinate juhid,127
2021,1,00370651000001,44,2021,Mehed ja naised,..Raasiku vald,Lihttöölised,242
2021,1,00370651000001,45,2021,Mehed ja naised,..Raasiku vald,..Puhastustöölised ja abilised,62
2021,1,00370651000001,46,2021,Mehed ja naised,..Raasiku vald,"..Põllumajanduse, metsanduse ja kalanduse lihttöölised",22
2021,1,00370651000001,47,2021,Mehed ja naised,..Raasiku vald,"..Mäetööstuse, ehituse, töötleva tööstuse ja veonduse lihttöölised",115
2021,1,00370651000001,48,2021,Mehed ja naised,..Raasiku vald,..Toitlustuse abitöölised,14
2021,1,00370651000001,49,2021,Mehed ja naised,..Raasiku vald,..Tänaval jms kohtades teenuse osutajad,0
2021,1,00370651000001,50,2021,Mehed ja naised,..Raasiku vald,..Jäätmekäitluse jm lihttöölised,28
2021,1,00370651000001,51,2021,Mehed ja naised,..Raasiku vald,Sõjaväelased,24
2021,1,00370653000001,1,2021,Mehed ja naised,..Rae vald,Ametid kokku,11536
2021,1,00370653000001,2,2021,Mehed ja naised,..Rae vald,Juhid,1891
2021,1,00370653000001,3,2021,Mehed ja naised,..Rae vald,"..Seadusandjad, kõrgemad ametnikud ja tippjuhid",171
2021,1,00370653000001,4,2021,Mehed ja naised,..Rae vald,..Äriteenindus- ja haldusjuhid,727
2021,1,00370653000001,5,2021,Mehed ja naised,..Rae vald,..Põhitegevuse ja valdkondade juhid,742
2021,1,00370653000001,6,2021,Mehed ja naised,..Rae vald,"..Külalismajanduse, kaubandus- jm teenuste juhid",251
2021,1,00370653000001,7,2021,Mehed ja naised,..Rae vald,Tippspetsialistid,3064
2021,1,00370653000001,8,2021,Mehed ja naised,..Rae vald,..Loodus- ja tehnikateaduste tippspetsialistid,476
2021,1,00370653000001,9,2021,Mehed ja naised,..Rae vald,..Tervishoiu tippspetsialistid,251
2021,1,00370653000001,10,2021,Mehed ja naised,..Rae vald,..Pedagoogika tippspetsialistid,528
2021,1,00370653000001,11,2021,Mehed ja naised,..Rae vald,..Äri ja halduse tippspetsialistid,923
2021,1,00370653000001,12,2021,Mehed ja naised,..Rae vald,..IKT tippspetsialistid,570
2021,1,00370653000001,13,2021,Mehed ja naised,..Rae vald,"..Õigus-, sotsiaal- ja kultuurivaldkonna tippspetsialistid",316
2021,1,00370653000001,14,2021,Mehed ja naised,..Rae vald,Tehnikud ja keskastme spetsialistid,1848
2021,1,00370653000001,15,2021,Mehed ja naised,..Rae vald,..Loodus- ja tehnikateaduste keskastme spetsialistid,304
2021,1,00370653000001,16,2021,Mehed ja naised,..Rae vald,..Tervishoiu keskastme spetsialistid,100
2021,1,00370653000001,17,2021,Mehed ja naised,..Rae vald,..Äri ja halduse keskastme spetsialistid,1153
2021,1,00370653000001,18,2021,Mehed ja naised,..Rae vald,"..Õigus-, sotsiaal-, kultuuri- jms valdkonna keskastme spetsialistid",171
2021,1,00370653000001,19,2021,Mehed ja naised,..Rae vald,..Infotehnoloogia ja telekommunikatsiooni tehnikud,120
2021,1,00370653000001,20,2021,Mehed ja naised,..Rae vald,Kontoritöötajad ja klienditeenindajad,1241
2021,1,00370653000001,21,2021,Mehed ja naised,..Rae vald,..Kontoritöötajad,201
2021,1,00370653000001,22,2021,Mehed ja naised,..Rae vald,..Klienditeenindajad,303
2021,1,00370653000001,23,2021,Mehed ja naised,..Rae vald,..Arvepidamise ja materjaliarvestuse kontoritöötajad,542
2021,1,00370653000001,24,2021,Mehed ja naised,..Rae vald,..Muud kontoritöötajad ja klienditeenindajad,195
2021,1,00370653000001,25,2021,Mehed ja naised,..Rae vald,Teenindus- ja müügitöötajad,1178
2021,1,00370653000001,26,2021,Mehed ja naised,..Rae vald,..Isikuteenindajad,299
2021,1,00370653000001,27,2021,Mehed ja naised,..Rae vald,..Müügitöötajad,541
2021,1,00370653000001,28,2021,Mehed ja naised,..Rae vald,..Isikuhooldustöötajad,194
2021,1,00370653000001,29,2021,Mehed ja naised,..Rae vald,"..Pääste-, politsei- ja turvatöötajad",144
2021,1,00370653000001,30,2021,Mehed ja naised,..Rae vald,"Põllumajanduse, metsanduse, kalanduse ja jahinduse oskustöölised",40
2021,1,00370653000001,31,2021,Mehed ja naised,..Rae vald,..Põllumajanduse oskustöölised,30
2021,1,00370653000001,32,2021,Mehed ja naised,..Rae vald,"..Metsanduse, kalanduse ja jahinduse oskustöölised",10
2021,1,00370653000001,33,2021,Mehed ja naised,..Rae vald,"..Oma tarbeks põllumajanduse, kalapüügi, jahi ning metsasaaduste korjamisega tegelejad",0
2021,1,00370653000001,34,2021,Mehed ja naised,..Rae vald,Oskus- ja käsitöölised,872
2021,1,00370653000001,35,2021,Mehed ja naised,..Rae vald,"..Ehitustöölised, v.a elektrikud",329
2021,1,00370653000001,36,2021,Mehed ja naised,..Rae vald,"..Metallitöötluse, masinaehituse jms oskustöölised",287
2021,1,00370653000001,37,2021,Mehed ja naised,..Rae vald,"..Käsitöömeistrid, täppisinstrumentide valmistajad ja trükitöölised",28
2021,1,00370653000001,38,2021,Mehed ja naised,..Rae vald,..Elektri- ja elektroonikavaldkonna töölised,105
2021,1,00370653000001,39,2021,Mehed ja naised,..Rae vald,"..Toiduaine-, puidu- ning rõivatööstuse jms oskus- ja käsitöölised",123
2021,1,00370653000001,40,2021,Mehed ja naised,..Rae vald,Seadme- ja masinaoperaatorid ning koostajad,623
2021,1,00370653000001,41,2021,Mehed ja naised,..Rae vald,..Seadme- ja masinaoperaatorid,145
2021,1,00370653000001,42,2021,Mehed ja naised,..Rae vald,..Koostajad,94
2021,1,00370653000001,43,2021,Mehed ja naised,..Rae vald,..Mootorsõidukite ja liikurmasinate juhid,384
2021,1,00370653000001,44,2021,Mehed ja naised,..Rae vald,Lihttöölised,699
2021,1,00370653000001,45,2021,Mehed ja naised,..Rae vald,..Puhastustöölised ja abilised,185
2021,1,00370653000001,46,2021,Mehed ja naised,..Rae vald,"..Põllumajanduse, metsanduse ja kalanduse lihttöölised",28
2021,1,00370653000001,47,2021,Mehed ja naised,..Rae vald,"..Mäetööstuse, ehituse, töötleva tööstuse ja veonduse lihttöölised",331
2021,1,00370653000001,48,2021,Mehed ja naised,..Rae vald,..Toitlustuse abitöölised,60
2021,1,00370653000001,49,2021,Mehed ja naised,..Rae vald,..Tänaval jms kohtades teenuse osutajad,0
2021,1,00370653000001,50,2021,Mehed ja naised,..Rae vald,..Jäätmekäitluse jm lihttöölised,93
2021,1,00370653000001,51,2021,Mehed ja naised,..Rae vald,Sõjaväelased,80
2021,1,00370719000001,1,2021,Mehed ja naised,..Saku vald,Ametid kokku,5711
2021,1,00370719000001,2,2021,Mehed ja naised,..Saku vald,Juhid,787
2021,1,00370719000001,3,2021,Mehed ja naised,..Saku vald,"..Seadusandjad, kõrgemad ametnikud ja tippjuhid",60
2021,1,00370719000001,4,2021,Mehed ja naised,..Saku vald,..Äriteenindus- ja haldusjuhid,297
2021,1,00370719000001,5,2021,Mehed ja naised,..Saku vald,..Põhitegevuse ja valdkondade juhid,315
2021,1,00370719000001,6,2021,Mehed ja naised,..Saku vald,"..Külalismajanduse, kaubandus- jm teenuste juhid",115
2021,1,00370719000001,7,2021,Mehed ja naised,..Saku vald,Tippspetsialistid,1398
2021,1,00370719000001,8,2021,Mehed ja naised,..Saku vald,..Loodus- ja tehnikateaduste tippspetsialistid,227
2021,1,00370719000001,9,2021,Mehed ja naised,..Saku vald,..Tervishoiu tippspetsialistid,140
2021,1,00370719000001,10,2021,Mehed ja naised,..Saku vald,..Pedagoogika tippspetsialistid,314
2021,1,00370719000001,11,2021,Mehed ja naised,..Saku vald,..Äri ja halduse tippspetsialistid,385
2021,1,00370719000001,12,2021,Mehed ja naised,..Saku vald,..IKT tippspetsialistid,201
2021,1,00370719000001,13,2021,Mehed ja naised,..Saku vald,"..Õigus-, sotsiaal- ja kultuurivaldkonna tippspetsialistid",131
2021,1,00370719000001,14,2021,Mehed ja naised,..Saku vald,Tehnikud ja keskastme spetsialistid,863
2021,1,00370719000001,15,2021,Mehed ja naised,..Saku vald,..Loodus- ja tehnikateaduste keskastme spetsialistid,172
2021,1,00370719000001,16,2021,Mehed ja naised,..Saku vald,..Tervishoiu keskastme spetsialistid,41
2021,1,00370719000001,17,2021,Mehed ja naised,..Saku vald,..Äri ja halduse keskastme spetsialistid,486
2021,1,00370719000001,18,2021,Mehed ja naised,..Saku vald,"..Õigus-, sotsiaal-, kultuuri- jms valdkonna keskastme spetsialistid",102
2021,1,00370719000001,19,2021,Mehed ja naised,..Saku vald,..Infotehnoloogia ja telekommunikatsiooni tehnikud,62
2021,1,00370719000001,20,2021,Mehed ja naised,..Saku vald,Kontoritöötajad ja klienditeenindajad,586
2021,1,00370719000001,21,2021,Mehed ja naised,..Saku vald,..Kontoritöötajad,111
2021,1,00370719000001,22,2021,Mehed ja naised,..Saku vald,..Klienditeenindajad,151
2021,1,00370719000001,23,2021,Mehed ja naised,..Saku vald,..Arvepidamise ja materjaliarvestuse kontoritöötajad,248
2021,1,00370719000001,24,2021,Mehed ja naised,..Saku vald,..Muud kontoritöötajad ja klienditeenindajad,76
2021,1,00370719000001,25,2021,Mehed ja naised,..Saku vald,Teenindus- ja müügitöötajad,703
2021,1,00370719000001,26,2021,Mehed ja naised,..Saku vald,..Isikuteenindajad,177
2021,1,00370719000001,27,2021,Mehed ja naised,..Saku vald,..Müügitöötajad,359
2021,1,00370719000001,28,2021,Mehed ja naised,..Saku vald,..Isikuhooldustöötajad,105
2021,1,00370719000001,29,2021,Mehed ja naised,..Saku vald,"..Pääste-, politsei- ja turvatöötajad",62
2021,1,00370719000001,30,2021,Mehed ja naised,..Saku vald,"Põllumajanduse, metsanduse, kalanduse ja jahinduse oskustöölised",22
2021,1,00370719000001,31,2021,Mehed ja naised,..Saku vald,..Põllumajanduse oskustöölised,18
2021,1,00370719000001,32,2021,Mehed ja naised,..Saku vald,"..Metsanduse, kalanduse ja jahinduse oskustöölised",4
2021,1,00370719000001,33,2021,Mehed ja naised,..Saku vald,"..Oma tarbeks põllumajanduse, kalapüügi, jahi ning metsasaaduste korjamisega tegelejad",0
2021,1,00370719000001,34,2021,Mehed ja naised,..Saku vald,Oskus- ja käsitöölised,597
2021,1,00370719000001,35,2021,Mehed ja naised,..Saku vald,"..Ehitustöölised, v.a elektrikud",244
2021,1,00370719000001,36,2021,Mehed ja naised,..Saku vald,"..Metallitöötluse, masinaehituse jms oskustöölised",162
2021,1,00370719000001,37,2021,Mehed ja naised,..Saku vald,"..Käsitöömeistrid, täppisinstrumentide valmistajad ja trükitöölised",29
2021,1,00370719000001,38,2021,Mehed ja naised,..Saku vald,..Elektri- ja elektroonikavaldkonna töölised,66
