scenario,taxonomy,code,location_code,location_name,code_label,employed,source
2021_census,isco2,41,0037L,..Harju maakond: linnaline asustuspiirkond,..Kontoritöötajad,3957,rl21154_census2021
2021_census,isco2,42,0037L,..Harju maakond: linnaline asustuspiirkond,..Klienditeenindajad,8601,rl21154_census2021
2021_census,isco2,43,0037L,..Harju maakond: linnaline asustuspiirkond,..Arvepidamise ja materjaliarvestuse kontoritöötajad,8813,rl21154_census2021
2021_census,isco2,44,0037L,..Harju maakond: linnaline asustuspiirkond,..Muud kontoritöötajad ja klienditeenindajad,3947,rl21154_census2021
2021_census,isco2,51,0037L,..Harju maakond: linnaline asustuspiirkond,..Isikuteenindajad,9771,rl21154_census2021
2021_census,isco2,52,0037L,..Harju maakond: linnaline asustuspiirkond,..Müügitöötajad,16647,rl21154_census2021
2021_census,isco2,53,0037L,..Harju maakond: linnaline asustuspiirkond,..Isikuhooldustöötajad,4601,rl21154_census2021
2021_census,isco2,54,0037L,..Harju maakond: linnaline asustuspiirkond,"..Pääste-, politsei- ja turvatöötajad",3618,rl21154_census2021
2021_census,isco2,61,0037L,..Harju maakond: linnaline asustuspiirkond,..Põllumajanduse oskustöölised,295,rl21154_census2021
2021_census,isco2,62,0037L,..Harju maakond: linnaline asustuspiirkond,"..Metsanduse, kalanduse ja jahinduse oskustöölised",86,rl21154_census2021
2021_census,isco2,63,0037L,..Harju maakond: linnaline asustuspiirkond,"..Oma tarbeks põllumajanduse, kalapüügi, jahi ning metsasaaduste korjamisega tegelejad",1,rl21154_census2021
2021_census,isco2,71,0037L,..Harju maakond: linnaline asustuspiirkond,"..Ehitustöölised, v.a elektrikud",8746,rl21154_census2021
2021_census,isco2,72,0037L,..Harju maakond: linnaline asustuspiirkond,"..Metallitöötluse, masinaehituse jms oskustöölised",7749,rl21154_census2021
2021_census,isco2,73,0037L,..Harju maakond: linnaline asustuspiirkond,"..Käsitöömeistrid, täppisinstrumentide valmistajad ja trükitöölised",1438,rl21154_census2021
2021_census,isco2,74,0037L,..Harju maakond: linnaline asustuspiirkond,..Elektri- ja elektroonikavaldkonna töölised,3201,rl21154_census2021
2021_census,isco2,75,0037L,..Harju maakond: linnaline asustuspiirkond,"..Toiduaine-, puidu- ning rõivatööstuse jms oskus- ja käsitöölised",4412,rl21154_census2021
2021_census,isco2,81,0037L,..Harju maakond: linnaline asustuspiirkond,..Seadme- ja masinaoperaatorid,4253,rl21154_census2021
2021_census,isco2,82,0037L,..Harju maakond: linnaline asustuspiirkond,..Koostajad,3596,rl21154_census2021
2021_census,isco2,83,0037L,..Harju maakond: linnaline asustuspiirkond,..Mootorsõidukite ja liikurmasinate juhid,9958,rl21154_census2021
2021_census,isco2,91,0037L,..Harju maakond: linnaline asustuspiirkond,..Puhastustöölised ja abilised,8418,rl21154_census2021
2021_census,isco2,92,0037L,..Harju maakond: linnaline asustuspiirkond,"..Põllumajanduse, metsanduse ja kalanduse lihttöölised",294,rl21154_census2021
2021_census,isco2,93,0037L,..Harju maakond: linnaline asustuspiirkond,"..Mäetööstuse, ehituse, töötleva tööstuse ja veonduse lihttöölised",7763,rl21154_census2021
2021_census,isco2,94,0037L,..Harju maakond: linnaline asustuspiirkond,..Toitlustuse abitöölised,1985,rl21154_census2021
2021_census,isco2,95,0037L,..Harju maakond: linnaline asustuspiirkond,..Tänaval jms kohtades teenuse osutajad,91,rl21154_census2021
2021_census,isco2,96,0037L,..Harju maakond: linnaline asustuspiirkond,..Jäätmekäitluse jm lihttöölised,3627,rl21154_census2021
2021_census,isco2,11,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Seadusandjad, kõrgemad ametnikud ja tippjuhid",479,rl21154_census2021
2021_census,isco2,12,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Äriteenindus- ja haldusjuhid,2040,rl21154_census2021
2021_census,isco2,13,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Põhitegevuse ja valdkondade juhid,1883,rl21154_census2021
2021_census,isco2,14,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Külalismajanduse, kaubandus- jm teenuste juhid",669,rl21154_census2021
2021_census,isco2,21,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Loodus- ja tehnikateaduste tippspetsialistid,1135,rl21154_census2021
2021_census,isco2,22,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Tervishoiu tippspetsialistid,735,rl21154_census2021
2021_census,isco2,23,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Pedagoogika tippspetsialistid,1399,rl21154_census2021
2021_census,isco2,24,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Äri ja halduse tippspetsialistid,2282,rl21154_census2021
2021_census,isco2,25,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..IKT tippspetsialistid,1302,rl21154_census2021
2021_census,isco2,26,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Õigus-, sotsiaal- ja kultuurivaldkonna tippspetsialistid",866,rl21154_census2021
2021_census,isco2,31,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Loodus- ja tehnikateaduste keskastme spetsialistid,791,rl21154_census2021
2021_census,isco2,32,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Tervishoiu keskastme spetsialistid,238,rl21154_census2021
2021_census,isco2,33,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Äri ja halduse keskastme spetsialistid,2844,rl21154_census2021
2021_census,isco2,34,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Õigus-, sotsiaal-, kultuuri- jms valdkonna keskastme spetsialistid",522,rl21154_census2021
2021_census,isco2,35,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Infotehnoloogia ja telekommunikatsiooni tehnikud,322,rl21154_census2021
2021_census,isco2,41,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Kontoritöötajad,544,rl21154_census2021
2021_census,isco2,42,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Klienditeenindajad,780,rl21154_census2021
2021_census,isco2,43,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Arvepidamise ja materjaliarvestuse kontoritöötajad,1251,rl21154_census2021
2021_census,isco2,44,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Muud kontoritöötajad ja klienditeenindajad,461,rl21154_census2021
2021_census,isco2,51,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Isikuteenindajad,840,rl21154_census2021
2021_census,isco2,52,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Müügitöötajad,1523,rl21154_census2021
2021_census,isco2,53,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Isikuhooldustöötajad,473,rl21154_census2021
2021_census,isco2,54,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Pääste-, politsei- ja turvatöötajad",338,rl21154_census2021
2021_census,isco2,61,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Põllumajanduse oskustöölised,52,rl21154_census2021
2021_census,isco2,62,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Metsanduse, kalanduse ja jahinduse oskustöölised",18,rl21154_census2021
2021_census,isco2,63,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Oma tarbeks põllumajanduse, kalapüügi, jahi ning metsasaaduste korjamisega tegelejad",0,rl21154_census2021
2021_census,isco2,71,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Ehitustöölised, v.a elektrikud",791,rl21154_census2021
2021_census,isco2,72,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Metallitöötluse, masinaehituse jms oskustöölised",664,rl21154_census2021
2021_census,isco2,73,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Käsitöömeistrid, täppisinstrumentide valmistajad ja trükitöölised",123,rl21154_census2021
2021_census,isco2,74,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Elektri- ja elektroonikavaldkonna töölised,261,rl21154_census2021
2021_census,isco2,75,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Toiduaine-, puidu- ning rõivatööstuse jms oskus- ja käsitöölised",327,rl21154_census2021
2021_census,isco2,81,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Seadme- ja masinaoperaatorid,333,rl21154_census2021
2021_census,isco2,82,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Koostajad,207,rl21154_census2021
2021_census,isco2,83,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Mootorsõidukite ja liikurmasinate juhid,932,rl21154_census2021
2021_census,isco2,91,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Puhastustöölised ja abilised,423,rl21154_census2021
2021_census,isco2,92,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Põllumajanduse, metsanduse ja kalanduse lihttöölised",50,rl21154_census2021
2021_census,isco2,93,0037V,..Harju maakond: väikelinnaline asustuspiirkond,"..Mäetööstuse, ehituse, töötleva tööstuse ja veonduse lihttöölised",573,rl21154_census2021
2021_census,isco2,94,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Toitlustuse abitöölised,126,rl21154_census2021
2021_census,isco2,95,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Tänaval jms kohtades teenuse osutajad,8,rl21154_census2021
2021_census,isco2,96,0037V,..Harju maakond: väikelinnaline asustuspiirkond,..Jäätmekäitluse jm lihttöölised,243,rl21154_census2021
2021_census,isco2,11,0037M,..Harju maakond: maaline asustuspiirkond,"..Seadusandjad, kõrgemad ametnikud ja tippjuhid",337,rl21154_census2021
2021_census,isco2,12,0037M,..Harju maakond: maaline asustuspiirkond,..Äriteenindus- ja haldusjuhid,1320,rl21154_census2021
2021_census,isco2,13,0037M,..Harju maakond: maaline asustuspiirkond,..Põhitegevuse ja valdkondade juhid,1666,rl21154_census2021
2021_census,isco2,14,0037M,..Harju maakond: maaline asustuspiirkond,"..Külalismajanduse, kaubandus- jm teenuste juhid",608,rl21154_census2021
2021_census,isco2,21,0037M,..Harju maakond: maaline asustuspiirkond,..Loodus- ja tehnikateaduste tippspetsialistid,995,rl21154_census2021
2021_census,isco2,22,0037M,..Harju maakond: maaline asustuspiirkond,..Tervishoiu tippspetsialistid,784,rl21154_census2021
2021_census,isco2,23,0037M,..Harju maakond: maaline asustuspiirkond,..Pedagoogika tippspetsialistid,1971,rl21154_census2021
2021_census,isco2,24,0037M,..Harju maakond: maaline asustuspiirkond,..Äri ja halduse tippspetsialistid,1544,rl21154_census2021
2021_census,isco2,25,0037M,..Harju maakond: maaline asustuspiirkond,..IKT tippspetsialistid,818,rl21154_census2021
2021_census,isco2,26,0037M,..Harju maakond: maaline asustuspiirkond,"..Õigus-, sotsiaal- ja kultuurivaldkonna tippspetsialistid",712,rl21154_census2021
2021_census,isco2,31,0037M,..Harju maakond: maaline asustuspiirkond,..Loodus- ja tehnikateaduste keskastme spetsialistid,1113,rl21154_census2021
2021_census,isco2,32,0037M,..Harju maakond: maaline asustuspiirkond,..Tervishoiu keskastme spetsialistid,235,rl21154_census2021
2021_census,isco2,33,0037M,..Harju maakond: maaline asustuspiirkond,..Äri ja halduse keskastme spetsialistid,2404,rl21154_census2021
2021_census,isco2,34,0037M,..Harju maakond: maaline asustuspiirkond,"..Õigus-, sotsiaal-, kultuuri- jms valdkonna keskastme spetsialistid",650,rl21154_census2021
2021_census,isco2,35,0037M,..Harju maakond: maaline asustuspiirkond,..Infotehnoloogia ja telekommunikatsiooni tehnikud,305,rl21154_census2021
2021_census,isco2,41,0037M,..Harju maakond: maaline asustuspiirkond,..Kontoritöötajad,568,rl21154_census2021
2021_census,isco2,42,0037M,..Harju maakond: maaline asustuspiirkond,..Klienditeenindajad,856,rl21154_census2021
2021_census,isco2,43,0037M,..Harju maakond: maaline asustuspiirkond,..Arvepidamise ja materjaliarvestuse kontoritöötajad,1446,rl21154_census2021
2021_census,isco2,44,0037M,..Harju maakond: maaline asustuspiirkond,..Muud kontoritöötajad ja klienditeenindajad,460,rl21154_census2021
2021_census,isco2,51,0037M,..Harju maakond: maaline asustuspiirkond,..Isikuteenindajad,1201,rl21154_census2021
2021_census,isco2,52,0037M,..Harju maakond: maaline asustuspiirkond,..Müügitöötajad,2616,rl21154_census2021
2021_census,isco2,53,0037M,..Harju maakond: maaline asustuspiirkond,..Isikuhooldustöötajad,1074,rl21154_census2021
2021_census,isco2,54,0037M,..Harju maakond: maaline asustuspiirkond,"..Pääste-, politsei- ja turvatöötajad",592,rl21154_census2021
2021_census,isco2,61,0037M,..Harju maakond: maaline asustuspiirkond,..Põllumajanduse oskustöölised,290,rl21154_census2021
2021_census,isco2,62,0037M,..Harju maakond: maaline asustuspiirkond,"..Metsanduse, kalanduse ja jahinduse oskustöölised",69,rl21154_census2021
2021_census,isco2,63,0037M,..Harju maakond: maaline asustuspiirkond,"..Oma tarbeks põllumajanduse, kalapüügi, jahi ning metsasaaduste korjamisega tegelejad",1,rl21154_census2021
2021_census,isco2,71,0037M,..Harju maakond: maaline asustuspiirkond,"..Ehitustöölised, v.a elektrikud",1741,rl21154_census2021
2021_census,isco2,72,0037M,..Harju maakond: maaline asustuspiirkond,"..Metallitöötluse, masinaehituse jms oskustöölised",1644,rl21154_census2021
2021_census,isco2,73,0037M,..Harju maakond: maaline asustuspiirkond,"..Käsitöömeistrid, täppisinstrumentide valmistajad ja trükitöölised",229,rl21154_census2021
2021_census,isco2,74,0037M,..Harju maakond: maaline asustuspiirkond,..Elektri- ja elektroonikavaldkonna töölised,456,rl21154_census2021
2021_census,isco2,75,0037M,..Harju maakond: maaline asustuspiirkond,"..Toiduaine-, puidu- ning rõivatööstuse jms oskus- ja käsitöölised",995,rl21154_census2021
2021_census,isco2,81,0037M,..Harju maakond: maaline asustuspiirkond,..Seadme- ja masinaoperaatorid,989,rl21154_census2021
2021_census,isco2,82,0037M,..Harju maakond: maaline asustuspiirkond,..Koostajad,886,rl21154_census2021
2021_census,isco2,83,0037M,..Harju maakond: maaline asustuspiirkond,..Mootorsõidukite ja liikurmasinate juhid,2208,rl21154_census2021
2021_census,isco2,91,0037M,..Harju maakond: maaline asustuspiirkond,..Puhastustöölised ja abilised,1049,rl21154_census2021
2021_census,isco2,92,0037M,..Harju maakond: maaline asustuspiirkond,"..Põllumajanduse, metsanduse ja kalanduse lihttöölised",183,rl21154_census2021
2021_census,isco2,93,0037M,..Harju maakond: maaline asustuspiirkond,"..Mäetööstuse, ehituse, töötleva tööstuse ja veonduse lihttöölised",1501,rl21154_census2021
2021_census,isco2,94,0037M,..Harju maakond: maaline asustuspiirkond,..Toitlustuse abitöölised,293,rl21154_census2021
2021_census,isco2,95,0037M,..Harju maakond: maaline asustuspiirkond,..Tänaval jms kohtades teenuse osutajad,16,rl21154_census2021
2021_census,isco2,96,0037M,..Harju maakond: maaline asustuspiirkond,..Jäätmekäitluse jm lihttöölised,590,rl21154_census2021
2021_census,isco2,11,003707840000L4,..Tallinn,"..Seadusandjad, kõrgemad ametnikud ja tippjuhid",1990,rl21154_census2021
2021_census,isco2,12,003707840000L4,..Tallinn,..Äriteenindus- ja haldusjuhid,9555,rl21154_census2021
2021_census,isco2,13,003707840000L4,..Tallinn,..Põhitegevuse ja valdkondade juhid,7645,rl21154_census2021
2021_census,isco2,14,003707840000L4,..Tallinn,"..Külalismajanduse, kaubandus- jm teenuste juhid",3614,rl21154_census2021
2021_census,isco2,21,003707840000L4,..Tallinn,..Loodus- ja tehnikateaduste tippspetsialistid,8016,rl21154_census2021
2021_census,isco2,22,003707840000L4,..Tallinn,..Tervishoiu tippspetsialistid,7149,rl21154_census2021
2021_census,isco2,23,003707840000L4,..Tallinn,..Pedagoogika tippspetsialistid,10734,rl21154_census2021
2021_census,isco2,24,003707840000L4,..Tallinn,..Äri ja halduse tippspetsialistid,13209,rl21154_census2021
2021_census,isco2,25,003707840000L4,..Tallinn,..IKT tippspetsialistid,11002,rl21154_census2021
2021_census,isco2,26,003707840000L4,..Tallinn,"..Õigus-, sotsiaal- ja kultuurivaldkonna tippspetsialistid",7276,rl21154_census2021
2021_census,isco2,31,003707840000L4,..Tallinn,..Loodus- ja tehnikateaduste keskastme spetsialistid,5220,rl21154_census2021
2021_census,isco2,32,003707840000L4,..Tallinn,..Tervishoiu keskastme spetsialistid,1962,rl21154_census2021
2021_census,isco2,33,003707840000L4,..Tallinn,..Äri ja halduse keskastme spetsialistid,15454,rl21154_census2021
2021_census,isco2,34,003707840000L4,..Tallinn,"..Õigus-, sotsiaal-, kultuuri- jms valdkonna keskastme spetsialistid",4070,rl21154_census2021
2021_census,isco2,35,003707840000L4,..Tallinn,..Infotehnoloogia ja telekommunikatsiooni tehnikud,2956,rl21154_census2021
2021_census,isco2,41,003707840000L4,..Tallinn,..Kontoritöötajad,3615,rl21154_census2021
2021_census,isco2,42,003707840000L4,..Tallinn,..Klienditeenindajad,8003,rl21154_census2021
2021_census,isco2,43,003707840000L4,..Tallinn,..Arvepidamise ja materjaliarvestuse kontoritöötajad,7799,rl21154_census2021
2021_census,isco2,44,003707840000L4,..Tallinn,..Muud kontoritöötajad ja klienditeenindajad,3632,rl21154_census2021
2021_census,isco2,51,003707840000L4,..Tallinn,..Isikuteenindajad,8997,rl21154_census2021
2021_census,isco2,52,003707840000L4,..Tallinn,..Müügitöötajad,15212,rl21154_census2021
2021_census,isco2,53,003707840000L4,..Tallinn,..Isikuhooldustöötajad,4072,rl21154_census2021
2021_census,isco2,54,003707840000L4,..Tallinn,"..Pääste-, politsei- ja turvatöötajad",3314,rl21154_census2021
2021_census,isco2,61,003707840000L4,..Tallinn,..Põllumajanduse oskustöölised,254,rl21154_census2021
2021_census,isco2,62,003707840000L4,..Tallinn,"..Metsanduse, kalanduse ja jahinduse oskustöölised",79,rl21154_census2021
2021_census,isco2,63,003707840000L4,..Tallinn,"..Oma tarbeks põllumajanduse, kalapüügi, jahi ning metsasaaduste korjamisega tegelejad",1,rl21154_census2021
2021_census,isco2,71,003707840000L4,..Tallinn,"..Ehitustöölised, v.a elektrikud",7879,rl21154_census2021
2021_census,isco2,72,003707840000L4,..Tallinn,"..Metallitöötluse, masinaehituse jms oskustöölised",6917,rl21154_census2021
2021_census,isco2,73,003707840000L4,..Tallinn,"..Käsitöömeistrid, täppisinstrumentide valmistajad ja trükitöölised",1338,rl21154_census2021
2021_census,isco2,74,003707840000L4,..Tallinn,..Elektri- ja elektroonikavaldkonna töölised,2933,rl21154_census2021
2021_census,isco2,75,003707840000L4,..Tallinn,"..Toiduaine-, puidu- ning rõivatööstuse jms oskus- ja käsitöölised",3906,rl21154_census2021
2021_census,isco2,81,003707840000L4,..Tallinn,..Seadme- ja masinaoperaatorid,3684,rl21154_census2021
2021_census,isco2,82,003707840000L4,..Tallinn,..Koostajad,2978,rl21154_census2021
2021_census,isco2,83,003707840000L4,..Tallinn,..Mootorsõidukite ja liikurmasinate juhid,8801,rl21154_census2021
2021_census,isco2,91,003707840000L4,..Tallinn,..Puhastustöölised ja abilised,7684,rl21154_census2021
2021_census,isco2,92,003707840000L4,..Tallinn,"..Põllumajanduse, metsanduse ja kalanduse lihttöölised",269,rl21154_census2021
2021_census,isco2,93,003707840000L4,..Tallinn,"..Mäetööstuse, ehituse, töötleva tööstuse ja veonduse lihttöölised",6972,rl21154_census2021
2021_census,isco2,94,003707840000L4,..Tallinn,..Toitlustuse abitöölised,1825,rl21154_census2021
2021_census,isco2,95,003707840000L4,..Tallinn,..Tänaval jms kohtades teenuse osutajad,85,rl21154_census2021
2021_census,isco2,96,003707840000L4,..Tallinn,..Jäätmekäitluse jm lihttöölised,3231,rl21154_census2021
2021_census,isco2,11,003707840176L6,....Haabersti linnaosa,"..Seadusandjad, kõrgemad ametnikud ja tippjuhid",220,rl21154_census2021
2021_census,isco2,12,003707840176L6,....Haabersti linnaosa,..Äriteenindus- ja haldusjuhid,1106,rl21154_census2021
2021_census,isco2,13,003707840176L6,....Haabersti linnaosa,..Põhitegevuse ja valdkondade juhid,890,rl21154_census2021
2021_census,isco2,14,003707840176L6,....Haabersti linnaosa,"..Külalismajanduse, kaubandus- jm teenuste juhid",420,rl21154_census2021
2021_census,isco2,21,003707840176L6,....Haabersti linnaosa,..Loodus- ja tehnikateaduste tippspetsialistid,799,rl21154_census2021
2021_census,isco2,22,003707840176L6,....Haabersti linnaosa,..Tervishoiu tippspetsialistid,835,rl21154_census2021
2021_census,isco2,23,003707840176L6,....Haabersti linnaosa,..Pedagoogika tippspetsialistid,1055,rl21154_census2021
2021_census,isco2,24,003707840176L6,....Haabersti linnaosa,..Äri ja halduse tippspetsialistid,1384,rl21154_census2021
2021_census,isco2,25,003707840176L6,....Haabersti linnaosa,..IKT tippspetsialistid,1081,rl21154_census2021
2021_census,isco2,26,003707840176L6,....Haabersti linnaosa,"..Õigus-, sotsiaal- ja kultuurivaldkonna tippspetsialistid",607,rl21154_census2021
2021_census,isco2,31,003707840176L6,....Haabersti linnaosa,..Loodus- ja tehnikateaduste keskastme spetsialistid,579,rl21154_census2021
2021_census,isco2,32,003707840176L6,....Haabersti linnaosa,..Tervishoiu keskastme spetsialistid,259,rl21154_census2021
2021_census,isco2,33,003707840176L6,....Haabersti linnaosa,..Äri ja halduse keskastme spetsialistid,1703,rl21154_census2021
2021_census,isco2,34,003707840176L6,....Haabersti linnaosa,"..Õigus-, sotsiaal-, kultuuri- jms valdkonna keskastme spetsialistid",444,rl21154_census2021
2021_census,isco2,35,003707840176L6,....Haabersti linnaosa,..Infotehnoloogia ja telekommunikatsiooni tehnikud,303,rl21154_census2021
2021_census,isco2,41,003707840176L6,....Haabersti linnaosa,..Kontoritöötajad,431,rl21154_census2021
2021_census,isco2,42,003707840176L6,....Haabersti linnaosa,..Klienditeenindajad,839,rl21154_census2021
2021_census,isco2,43,003707840176L6,....Haabersti linnaosa,..Arvepidamise ja materjaliarvestuse kontoritöötajad,886,rl21154_census2021
2021_census,isco2,44,003707840176L6,....Haabersti linnaosa,..Muud kontoritöötajad ja klienditeenindajad,377,rl21154_census2021
2021_census,isco2,51,003707840176L6,....Haabersti linnaosa,..Isikuteenindajad,908,rl21154_census2021
2021_census,isco2,52,003707840176L6,....Haabersti linnaosa,..Müügitöötajad,1713,rl21154_census2021
2021_census,isco2,53,003707840176L6,....Haabersti linnaosa,..Isikuhooldustöötajad,488,rl21154_census2021
2021_census,isco2,54,003707840176L6,....Haabersti linnaosa,"..Pääste-, politsei- ja turvatöötajad",396,rl21154_census2021
2021_census,isco2,61,003707840176L6,....Haabersti linnaosa,..Põllumajanduse oskustöölised,24,rl21154_census2021
2021_census,isco2,62,003707840176L6,....Haabersti linnaosa,"..Metsanduse, kalanduse ja jahinduse oskustöölised",9,rl21154_census2021
2021_census,isco2,63,003707840176L6,....Haabersti linnaosa,"..Oma tarbeks põllumajanduse, kalapüügi, jahi ning metsasaaduste korjamisega tegelejad",0,rl21154_census2021
2021_census,isco2,71,003707840176L6,....Haabersti linnaosa,"..Ehitustöölised, v.a elektrikud",795,rl21154_census2021
2021_census,isco2,72,003707840176L6,....Haabersti linnaosa,"..Metallitöötluse, masinaehituse jms oskustöölised",680,rl21154_census2021
2021_census,isco2,73,003707840176L6,....Haabersti linnaosa,"..Käsitöömeistrid, täppisinstrumentide valmistajad ja trükitöölised",137,rl21154_census2021
2021_census,isco2,74,003707840176L6,....Haabersti linnaosa,..Elektri- ja elektroonikavaldkonna töölised,287,rl21154_census2021
2021_census,isco2,75,003707840176L6,....Haabersti linnaosa,"..Toiduaine-, puidu- ning rõivatööstuse jms oskus- ja käsitöölised",418,rl21154_census2021
2021_census,isco2,81,003707840176L6,....Haabersti linnaosa,..Seadme- ja masinaoperaatorid,363,rl21154_census2021
2021_census,isco2,82,003707840176L6,....Haabersti linnaosa,..Koostajad,259,rl21154_census2021
2021_census,isco2,83,003707840176L6,....Haabersti linnaosa,..Mootorsõidukite ja liikurmasinate juhid,964,rl21154_census2021
2021_census,isco2,91,003707840176L6,....Haabersti linnaosa,..Puhastustöölised ja abilised,718,rl21154_census2021
2021_census,isco2,92,003707840176L6,....Haabersti linnaosa,"..Põllumajanduse, metsanduse ja kalanduse lihttöölised",31,rl21154_census2021
2021_census,isco2,93,003707840176L6,....Haabersti linnaosa,"..Mäetööstuse, ehituse, töötleva tööstuse ja veonduse lihttöölised",741,rl21154_census2021
2021_census,isco2,94,003707840176L6,....Haabersti linnaosa,..Toitlustuse abitöölised,158,rl21154_census2021
2021_census,isco2,95,003707840176L6,....Haabersti linnaosa,..Tänaval jms kohtades teenuse osutajad,12,rl21154_census2021
2021_census,isco2,96,003707840176L6,....Haabersti linnaosa,..Jäätmekäitluse jm lihttöölised,309,rl21154_census2021
2021_census,isco2,11,003707840298L6,....Kesklinna linnaosa,"..Seadusandjad, kõrgemad ametnikud ja tippjuhid",579,rl21154_census2021
2021_census,isco2,12,003707840298L6,....Kesklinna linnaosa,..Äriteenindus- ja haldusjuhid,2449,rl21154_census2021
2021_census,isco2,13,003707840298L6,....Kesklinna linnaosa,..Põhitegevuse ja valdkondade juhid,1473,rl21154_census2021
2021_census,isco2,14,003707840298L6,....Kesklinna linnaosa,"..Külalismajanduse, kaubandus- jm teenuste juhid",656,rl21154_census2021
2021_census,isco2,21,003707840298L6,....Kesklinna linnaosa,..Loodus- ja tehnikateaduste tippspetsialistid,1451,rl21154_census2021
2021_census,isco2,22,003707840298L6,....Kesklinna linnaosa,..Tervishoiu tippspetsialistid,1028,rl21154_census2021
2021_census,isco2,23,003707840298L6,....Kesklinna linnaosa,..Pedagoogika tippspetsialistid,1762,rl21154_census2021
2021_census,isco2,24,003707840298L6,....Kesklinna linnaosa,..Äri ja halduse tippspetsialistid,3148,rl21154_census2021
2021_census,isco2,25,003707840298L6,....Kesklinna linnaosa,..IKT tippspetsialistid,2614,rl21154_census2021
2021_census,isco2,26,003707840298L6,....Kesklinna linnaosa,"..Õigus-, sotsiaal- ja kultuurivaldkonna tippspetsialistid",1982,rl21154_census2021
2021_census,isco2,31,003707840298L6,....Kesklinna linnaosa,..Loodus- ja tehnikateaduste keskastme spetsialistid,599,rl21154_census2021
2021_census,isco2,32,003707840298L6,....Kesklinna linnaosa,..Tervishoiu keskastme spetsialistid,240,rl21154_census2021
2021_census,isco2,33,003707840298L6,....Kesklinna linnaosa,..Äri ja halduse keskastme spetsialistid,2843,rl21154_census2021
2021_census,isco2,34,003707840298L6,....Kesklinna linnaosa,"..Õigus-, sotsiaal-, kultuuri- jms valdkonna keskastme spetsialistid",686,rl21154_census2021
2021_census,isco2,35,003707840298L6,....Kesklinna linnaosa,..Infotehnoloogia ja telekommunikatsiooni tehnikud,533,rl21154_census2021
2021_census,isco2,41,003707840298L6,....Kesklinna linnaosa,..Kontoritöötajad,553,rl21154_census2021
2021_census,isco2,42,003707840298L6,....Kesklinna linnaosa,..Klienditeenindajad,1430,rl21154_census2021
2021_census,isco2,43,003707840298L6,....Kesklinna linnaosa,..Arvepidamise ja materjaliarvestuse kontoritöötajad,961,rl21154_census2021
2021_census,isco2,44,003707840298L6,....Kesklinna linnaosa,..Muud kontoritöötajad ja klienditeenindajad,644,rl21154_census2021
2021_census,isco2,51,003707840298L6,....Kesklinna linnaosa,..Isikuteenindajad,1169,rl21154_census2021
2021_census,isco2,52,003707840298L6,....Kesklinna linnaosa,..Müügitöötajad,1651,rl21154_census2021
2021_census,isco2,53,003707840298L6,....Kesklinna linnaosa,..Isikuhooldustöötajad,330,rl21154_census2021
2021_census,isco2,54,003707840298L6,....Kesklinna linnaosa,"..Pääste-, politsei- ja turvatöötajad",329,rl21154_census2021
2021_census,isco2,61,003707840298L6,....Kesklinna linnaosa,..Põllumajanduse oskustöölised,29,rl21154_census2021
2021_census,isco2,62,003707840298L6,....Kesklinna linnaosa,"..Metsanduse, kalanduse ja jahinduse oskustöölised",8,rl21154_census2021
