isco4,name_et,county,county_name,gender,count,source_url
3433,"Galeriide, muuseumide ja raamatukogude tehnilised töötajad",all,Kogu Eesti,F,96,https://palgad.stat.ee/api/charts/workers_total_section/3433/2025/Q4/average/all/all/all
3434,Peakokad,all,Kogu Eesti,M,420,https://palgad.stat.ee/api/charts/workers_total_section/3434/2025/Q4/average/all/all/all
3434,Peakokad,all,Kogu Eesti,F,679,https://palgad.stat.ee/api/charts/workers_total_section/3434/2025/Q4/average/all/all/all
3435,Muud kunsti- ja kultuurivaldkonna keskastme spetsialistid,all,Kogu Eesti,M,578,https://palgad.stat.ee/api/charts/workers_total_section/3435/2025/Q4/average/all/all/all
3435,Muud kunsti- ja kultuurivaldkonna keskastme spetsialistid,all,Kogu Eesti,F,465,https://palgad.stat.ee/api/charts/workers_total_section/3435/2025/Q4/average/all/all/all
3511,IKT operaatorid,all,Kogu Eesti,M,311,https://palgad.stat.ee/api/charts/workers_total_section/3511/2025/Q4/average/all/all/all
3511,IKT operaatorid,all,Kogu Eesti,F,51,https://palgad.stat.ee/api/charts/workers_total_section/3511/2025/Q4/average/all/all/all
3512,IKT kasutajatoe tehnikud,all,Kogu Eesti,M,1907,https://palgad.stat.ee/api/charts/workers_total_section/3512/2025/Q4/average/all/all/all
3512,IKT kasutajatoe tehnikud,all,Kogu Eesti,F,711,https://palgad.stat.ee/api/charts/workers_total_section/3512/2025/Q4/average/all/all/all
3513,Arvutivõrkude ja -süsteemide tehnikud,all,Kogu Eesti,M,968,https://palgad.stat.ee/api/charts/workers_total_section/3513/2025/Q4/average/all/all/all
3513,Arvutivõrkude ja -süsteemide tehnikud,all,Kogu Eesti,F,100,https://palgad.stat.ee/api/charts/workers_total_section/3513/2025/Q4/average/all/all/all
3514,Veebitehnikud,all,Kogu Eesti,M,204,https://palgad.stat.ee/api/charts/workers_total_section/3514/2025/Q4/average/all/all/all
3514,Veebitehnikud,all,Kogu Eesti,F,113,https://palgad.stat.ee/api/charts/workers_total_section/3514/2025/Q4/average/all/all/all
3521,Audiovisuaal- ja ringhäälingutehnikud,all,Kogu Eesti,M,573,https://palgad.stat.ee/api/charts/workers_total_section/3521/2025/Q4/average/all/all/all
3521,Audiovisuaal- ja ringhäälingutehnikud,all,Kogu Eesti,F,102,https://palgad.stat.ee/api/charts/workers_total_section/3521/2025/Q4/average/all/all/all
3522,Telekommunikatsioonitehnikud,all,Kogu Eesti,M,311,https://palgad.stat.ee/api/charts/workers_total_section/3522/2025/Q4/average/all/all/all
3522,Telekommunikatsioonitehnikud,all,Kogu Eesti,F,24,https://palgad.stat.ee/api/charts/workers_total_section/3522/2025/Q4/average/all/all/all
4110,Kontoriabilised,all,Kogu Eesti,M,491,https://palgad.stat.ee/api/charts/workers_total_section/4110/2025/Q4/average/all/all/all
4110,Kontoriabilised,all,Kogu Eesti,F,1859,https://palgad.stat.ee/api/charts/workers_total_section/4110/2025/Q4/average/all/all/all
4120,Asjaajamise tugitöötajad,all,Kogu Eesti,M,282,https://palgad.stat.ee/api/charts/workers_total_section/4120/2025/Q4/average/all/all/all
4120,Asjaajamise tugitöötajad,all,Kogu Eesti,F,2396,https://palgad.stat.ee/api/charts/workers_total_section/4120/2025/Q4/average/all/all/all
4131,Masinakirjutajad jms tekstitöötlejad,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/4131/2025/Q4/average/all/all/all
4132,Andmesisestajad,all,Kogu Eesti,M,469,https://palgad.stat.ee/api/charts/workers_total_section/4132/2025/Q4/average/all/all/all
4132,Andmesisestajad,all,Kogu Eesti,F,1523,https://palgad.stat.ee/api/charts/workers_total_section/4132/2025/Q4/average/all/all/all
4211,Pangatellerid jms klienditeenindajad,all,Kogu Eesti,M,70,https://palgad.stat.ee/api/charts/workers_total_section/4211/2025/Q4/average/all/all/all
4211,Pangatellerid jms klienditeenindajad,all,Kogu Eesti,F,702,https://palgad.stat.ee/api/charts/workers_total_section/4211/2025/Q4/average/all/all/all
4212,"Kihlvedude vahendajad, krupjeed jm hasartmängutöötajad",all,Kogu Eesti,M,242,https://palgad.stat.ee/api/charts/workers_total_section/4212/2025/Q4/average/all/all/all
4212,"Kihlvedude vahendajad, krupjeed jm hasartmängutöötajad",all,Kogu Eesti,F,479,https://palgad.stat.ee/api/charts/workers_total_section/4212/2025/Q4/average/all/all/all
4213,Pandimajapidajad ja rahalaenajad,all,Kogu Eesti,M,31,https://palgad.stat.ee/api/charts/workers_total_section/4213/2025/Q4/average/all/all/all
4213,Pandimajapidajad ja rahalaenajad,all,Kogu Eesti,F,75,https://palgad.stat.ee/api/charts/workers_total_section/4213/2025/Q4/average/all/all/all
4214,Võlgade sissenõudjad jms töötajad,all,Kogu Eesti,M,50,https://palgad.stat.ee/api/charts/workers_total_section/4214/2025/Q4/average/all/all/all
4214,Võlgade sissenõudjad jms töötajad,all,Kogu Eesti,F,126,https://palgad.stat.ee/api/charts/workers_total_section/4214/2025/Q4/average/all/all/all
4221,Reisikonsultandid jm reisibüroo klienditeenindajad,all,Kogu Eesti,M,159,https://palgad.stat.ee/api/charts/workers_total_section/4221/2025/Q4/average/all/all/all
4221,Reisikonsultandid jm reisibüroo klienditeenindajad,all,Kogu Eesti,F,771,https://palgad.stat.ee/api/charts/workers_total_section/4221/2025/Q4/average/all/all/all
4222,Kõne- ja kontaktikeskuse klienditeenindajad,all,Kogu Eesti,M,660,https://palgad.stat.ee/api/charts/workers_total_section/4222/2025/Q4/average/all/all/all
4222,Kõne- ja kontaktikeskuse klienditeenindajad,all,Kogu Eesti,F,2109,https://palgad.stat.ee/api/charts/workers_total_section/4222/2025/Q4/average/all/all/all
4223,Telefonivahendusjaama operaatorid,all,Kogu Eesti,F,21,https://palgad.stat.ee/api/charts/workers_total_section/4223/2025/Q4/average/all/all/all
4224,Hotelliadministraatorid,all,Kogu Eesti,M,228,https://palgad.stat.ee/api/charts/workers_total_section/4224/2025/Q4/average/all/all/all
4224,Hotelliadministraatorid,all,Kogu Eesti,F,813,https://palgad.stat.ee/api/charts/workers_total_section/4224/2025/Q4/average/all/all/all
4225,Infopunkti klienditeenindajad,all,Kogu Eesti,M,1275,https://palgad.stat.ee/api/charts/workers_total_section/4225/2025/Q4/average/all/all/all
4225,Infopunkti klienditeenindajad,all,Kogu Eesti,F,2545,https://palgad.stat.ee/api/charts/workers_total_section/4225/2025/Q4/average/all/all/all
4226,Üldadministraatorid,all,Kogu Eesti,M,383,https://palgad.stat.ee/api/charts/workers_total_section/4226/2025/Q4/average/all/all/all
4226,Üldadministraatorid,all,Kogu Eesti,F,2246,https://palgad.stat.ee/api/charts/workers_total_section/4226/2025/Q4/average/all/all/all
4227,"Uuringute, sh turu-uuringute küsitlejad",all,Kogu Eesti,F,45,https://palgad.stat.ee/api/charts/workers_total_section/4227/2025/Q4/average/all/all/all
4229,"Klienditeenindajad, mujal liigitamata",all,Kogu Eesti,M,579,https://palgad.stat.ee/api/charts/workers_total_section/4229/2025/Q4/average/all/all/all
4229,"Klienditeenindajad, mujal liigitamata",all,Kogu Eesti,F,1602,https://palgad.stat.ee/api/charts/workers_total_section/4229/2025/Q4/average/all/all/all
4311,Raamatupidamise kontoritöötajad,all,Kogu Eesti,M,426,https://palgad.stat.ee/api/charts/workers_total_section/4311/2025/Q4/average/all/all/all
4311,Raamatupidamise kontoritöötajad,all,Kogu Eesti,F,5852,https://palgad.stat.ee/api/charts/workers_total_section/4311/2025/Q4/average/all/all/all
4312,"Statistilise arvestuse, rahanduse ja kindlustuse kontoritöötajad",all,Kogu Eesti,M,46,https://palgad.stat.ee/api/charts/workers_total_section/4312/2025/Q4/average/all/all/all
4312,"Statistilise arvestuse, rahanduse ja kindlustuse kontoritöötajad",all,Kogu Eesti,F,403,https://palgad.stat.ee/api/charts/workers_total_section/4312/2025/Q4/average/all/all/all
4313,Palgaarvestajad,all,Kogu Eesti,F,197,https://palgad.stat.ee/api/charts/workers_total_section/4313/2025/Q4/average/all/all/all
4321,Laoarvestuse kontoritöötajad,all,Kogu Eesti,M,3898,https://palgad.stat.ee/api/charts/workers_total_section/4321/2025/Q4/average/all/all/all
4321,Laoarvestuse kontoritöötajad,all,Kogu Eesti,F,2905,https://palgad.stat.ee/api/charts/workers_total_section/4321/2025/Q4/average/all/all/all
4322,Tootmisarvestuse kontoritöötajad,all,Kogu Eesti,M,313,https://palgad.stat.ee/api/charts/workers_total_section/4322/2025/Q4/average/all/all/all
4322,Tootmisarvestuse kontoritöötajad,all,Kogu Eesti,F,776,https://palgad.stat.ee/api/charts/workers_total_section/4322/2025/Q4/average/all/all/all
4323,Transpordivaldkonna kontoritöötajad,all,Kogu Eesti,M,1964,https://palgad.stat.ee/api/charts/workers_total_section/4323/2025/Q4/average/all/all/all
4323,Transpordivaldkonna kontoritöötajad,all,Kogu Eesti,F,1572,https://palgad.stat.ee/api/charts/workers_total_section/4323/2025/Q4/average/all/all/all
4411,Raamatukogutöö assistendid,all,Kogu Eesti,F,225,https://palgad.stat.ee/api/charts/workers_total_section/4411/2025/Q4/average/all/all/all
4412,Posti sorteerijad ja kättetoimetajad,all,Kogu Eesti,M,1007,https://palgad.stat.ee/api/charts/workers_total_section/4412/2025/Q4/average/all/all/all
4412,Posti sorteerijad ja kättetoimetajad,all,Kogu Eesti,F,620,https://palgad.stat.ee/api/charts/workers_total_section/4412/2025/Q4/average/all/all/all
4413,"Kodeerijad, korrektorid jms töötajad",all,Kogu Eesti,F,48,https://palgad.stat.ee/api/charts/workers_total_section/4413/2025/Q4/average/all/all/all
4414,Kirjaabilised jms töötajad,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/4414/2025/Q4/average/all/all/all
4415,Kartoteegi- ja registripidajad,all,Kogu Eesti,M,39,https://palgad.stat.ee/api/charts/workers_total_section/4415/2025/Q4/average/all/all/all
4415,Kartoteegi- ja registripidajad,all,Kogu Eesti,F,305,https://palgad.stat.ee/api/charts/workers_total_section/4415/2025/Q4/average/all/all/all
4416,Personalitöö assistendid,all,Kogu Eesti,M,83,https://palgad.stat.ee/api/charts/workers_total_section/4416/2025/Q4/average/all/all/all
4416,Personalitöö assistendid,all,Kogu Eesti,F,782,https://palgad.stat.ee/api/charts/workers_total_section/4416/2025/Q4/average/all/all/all
4419,"Kontoritöötajad ja klienditeenindajad, mujal liigitamata",all,Kogu Eesti,M,1047,https://palgad.stat.ee/api/charts/workers_total_section/4419/2025/Q4/average/all/all/all
4419,"Kontoritöötajad ja klienditeenindajad, mujal liigitamata",all,Kogu Eesti,F,2505,https://palgad.stat.ee/api/charts/workers_total_section/4419/2025/Q4/average/all/all/all
5111,Reisi- ja lennusaatjad,all,Kogu Eesti,M,121,https://palgad.stat.ee/api/charts/workers_total_section/5111/2025/Q4/average/all/all/all
5111,Reisi- ja lennusaatjad,all,Kogu Eesti,F,342,https://palgad.stat.ee/api/charts/workers_total_section/5111/2025/Q4/average/all/all/all
5112,Kontrolörid ja konduktorid,all,Kogu Eesti,F,108,https://palgad.stat.ee/api/charts/workers_total_section/5112/2025/Q4/average/all/all/all
5113,Giidid,all,Kogu Eesti,M,82,https://palgad.stat.ee/api/charts/workers_total_section/5113/2025/Q4/average/all/all/all
5113,Giidid,all,Kogu Eesti,F,202,https://palgad.stat.ee/api/charts/workers_total_section/5113/2025/Q4/average/all/all/all
5120,Kokad,all,Kogu Eesti,M,2471,https://palgad.stat.ee/api/charts/workers_total_section/5120/2025/Q4/average/all/all/all
5120,Kokad,all,Kogu Eesti,F,5604,https://palgad.stat.ee/api/charts/workers_total_section/5120/2025/Q4/average/all/all/all
5131,Ettekandjad ja kelnerid,all,Kogu Eesti,M,769,https://palgad.stat.ee/api/charts/workers_total_section/5131/2025/Q4/average/all/all/all
5131,Ettekandjad ja kelnerid,all,Kogu Eesti,F,2934,https://palgad.stat.ee/api/charts/workers_total_section/5131/2025/Q4/average/all/all/all
5132,Baariteenindajad,all,Kogu Eesti,M,366,https://palgad.stat.ee/api/charts/workers_total_section/5132/2025/Q4/average/all/all/all
5132,Baariteenindajad,all,Kogu Eesti,F,893,https://palgad.stat.ee/api/charts/workers_total_section/5132/2025/Q4/average/all/all/all
5141,Juuksurid,all,Kogu Eesti,M,118,https://palgad.stat.ee/api/charts/workers_total_section/5141/2025/Q4/average/all/all/all
5141,Juuksurid,all,Kogu Eesti,F,1673,https://palgad.stat.ee/api/charts/workers_total_section/5141/2025/Q4/average/all/all/all
5142,Iluteenindajad (v.a juuksurid),all,Kogu Eesti,M,32,https://palgad.stat.ee/api/charts/workers_total_section/5142/2025/Q4/average/all/all/all
5142,Iluteenindajad (v.a juuksurid),all,Kogu Eesti,F,2199,https://palgad.stat.ee/api/charts/workers_total_section/5142/2025/Q4/average/all/all/all
5151,"Kontorite, hotellide jm asutuste koristus- ja majapidamistööde juhatajad",all,Kogu Eesti,M,641,https://palgad.stat.ee/api/charts/workers_total_section/5151/2025/Q4/average/all/all/all
5151,"Kontorite, hotellide jm asutuste koristus- ja majapidamistööde juhatajad",all,Kogu Eesti,F,1112,https://palgad.stat.ee/api/charts/workers_total_section/5151/2025/Q4/average/all/all/all
5152,Kodumajapidajad,all,Kogu Eesti,F,33,https://palgad.stat.ee/api/charts/workers_total_section/5152/2025/Q4/average/all/all/all
5153,Hoonete haldajad,all,Kogu Eesti,M,1149,https://palgad.stat.ee/api/charts/workers_total_section/5153/2025/Q4/average/all/all/all
5153,Hoonete haldajad,all,Kogu Eesti,F,900,https://palgad.stat.ee/api/charts/workers_total_section/5153/2025/Q4/average/all/all/all
5161,"Astroloogid, ennustajad jms töötajad",all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/5161/2025/Q4/average/all/all/all
5162,Seltsilised ja teenrid,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/5162/2025/Q4/average/all/all/all
5163,Surnumatjad ja lahkunute korrastajad,all,Kogu Eesti,M,68,https://palgad.stat.ee/api/charts/workers_total_section/5163/2025/Q4/average/all/all/all
5163,Surnumatjad ja lahkunute korrastajad,all,Kogu Eesti,F,29,https://palgad.stat.ee/api/charts/workers_total_section/5163/2025/Q4/average/all/all/all
5164,Lemmikloomade hooldajad,all,Kogu Eesti,M,62,https://palgad.stat.ee/api/charts/workers_total_section/5164/2025/Q4/average/all/all/all
5164,Lemmikloomade hooldajad,all,Kogu Eesti,F,446,https://palgad.stat.ee/api/charts/workers_total_section/5164/2025/Q4/average/all/all/all
5165,Sõiduõpetajad,all,Kogu Eesti,M,261,https://palgad.stat.ee/api/charts/workers_total_section/5165/2025/Q4/average/all/all/all
5165,Sõiduõpetajad,all,Kogu Eesti,F,46,https://palgad.stat.ee/api/charts/workers_total_section/5165/2025/Q4/average/all/all/all
5169,"Isikuteenindajad, mujal liigitamata",all,Kogu Eesti,M,164,https://palgad.stat.ee/api/charts/workers_total_section/5169/2025/Q4/average/all/all/all
5169,"Isikuteenindajad, mujal liigitamata",all,Kogu Eesti,F,220,https://palgad.stat.ee/api/charts/workers_total_section/5169/2025/Q4/average/all/all/all
5211,Kioski- ja turumüüjad,all,Kogu Eesti,M,95,https://palgad.stat.ee/api/charts/workers_total_section/5211/2025/Q4/average/all/all/all
5211,Kioski- ja turumüüjad,all,Kogu Eesti,F,325,https://palgad.stat.ee/api/charts/workers_total_section/5211/2025/Q4/average/all/all/all
5212,Toidu välimüüjad,all,Kogu Eesti,M,25,https://palgad.stat.ee/api/charts/workers_total_section/5212/2025/Q4/average/all/all/all
5212,Toidu välimüüjad,all,Kogu Eesti,F,28,https://palgad.stat.ee/api/charts/workers_total_section/5212/2025/Q4/average/all/all/all
5221,Väikepoepidajad,all,Kogu Eesti,M,171,https://palgad.stat.ee/api/charts/workers_total_section/5221/2025/Q4/average/all/all/all
5221,Väikepoepidajad,all,Kogu Eesti,F,412,https://palgad.stat.ee/api/charts/workers_total_section/5221/2025/Q4/average/all/all/all
5222,Müüjate vahetusevanemad,all,Kogu Eesti,M,294,https://palgad.stat.ee/api/charts/workers_total_section/5222/2025/Q4/average/all/all/all
5222,Müüjate vahetusevanemad,all,Kogu Eesti,F,2755,https://palgad.stat.ee/api/charts/workers_total_section/5222/2025/Q4/average/all/all/all
5223,Poemüüjad,all,Kogu Eesti,M,4663,https://palgad.stat.ee/api/charts/workers_total_section/5223/2025/Q4/average/all/all/all
5223,Poemüüjad,all,Kogu Eesti,F,19031,https://palgad.stat.ee/api/charts/workers_total_section/5223/2025/Q4/average/all/all/all
5230,Kassapidajad ja piletimüüjad,all,Kogu Eesti,M,420,https://palgad.stat.ee/api/charts/workers_total_section/5230/2025/Q4/average/all/all/all
5230,Kassapidajad ja piletimüüjad,all,Kogu Eesti,F,3423,https://palgad.stat.ee/api/charts/workers_total_section/5230/2025/Q4/average/all/all/all
5241,Rõiva- jm modellid,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/5241/2025/Q4/average/all/all/all
5242,Tootetutvustajad,all,Kogu Eesti,M,114,https://palgad.stat.ee/api/charts/workers_total_section/5242/2025/Q4/average/all/all/all
5242,Tootetutvustajad,all,Kogu Eesti,F,172,https://palgad.stat.ee/api/charts/workers_total_section/5242/2025/Q4/average/all/all/all
5243,Lävemüüjad,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/5243/2025/Q4/average/all/all/all
5244,Telefonimüügi agendid,all,Kogu Eesti,M,232,https://palgad.stat.ee/api/charts/workers_total_section/5244/2025/Q4/average/all/all/all
5244,Telefonimüügi agendid,all,Kogu Eesti,F,730,https://palgad.stat.ee/api/charts/workers_total_section/5244/2025/Q4/average/all/all/all
5245,Tanklatöötajad,all,Kogu Eesti,M,184,https://palgad.stat.ee/api/charts/workers_total_section/5245/2025/Q4/average/all/all/all
5245,Tanklatöötajad,all,Kogu Eesti,F,553,https://palgad.stat.ee/api/charts/workers_total_section/5245/2025/Q4/average/all/all/all
5246,Toitlustuse letitöötajad,all,Kogu Eesti,M,841,https://palgad.stat.ee/api/charts/workers_total_section/5246/2025/Q4/average/all/all/all
5246,Toitlustuse letitöötajad,all,Kogu Eesti,F,3693,https://palgad.stat.ee/api/charts/workers_total_section/5246/2025/Q4/average/all/all/all
5249,"Müügitöötajad, mujal liigitamata",all,Kogu Eesti,M,1915,https://palgad.stat.ee/api/charts/workers_total_section/5249/2025/Q4/average/all/all/all
5249,"Müügitöötajad, mujal liigitamata",all,Kogu Eesti,F,1756,https://palgad.stat.ee/api/charts/workers_total_section/5249/2025/Q4/average/all/all/all
5311,Lapsehoidjad,all,Kogu Eesti,M,54,https://palgad.stat.ee/api/charts/workers_total_section/5311/2025/Q4/average/all/all/all
5311,Lapsehoidjad,all,Kogu Eesti,F,1158,https://palgad.stat.ee/api/charts/workers_total_section/5311/2025/Q4/average/all/all/all
5312,Õpetajaabid,all,Kogu Eesti,M,66,https://palgad.stat.ee/api/charts/workers_total_section/5312/2025/Q4/average/all/all/all
5312,Õpetajaabid,all,Kogu Eesti,F,7354,https://palgad.stat.ee/api/charts/workers_total_section/5312/2025/Q4/average/all/all/all
5321,Tervishoiu- ja hoolekandeasutuste hooldustöötajad,all,Kogu Eesti,M,431,https://palgad.stat.ee/api/charts/workers_total_section/5321/2025/Q4/average/all/all/all
5321,Tervishoiu- ja hoolekandeasutuste hooldustöötajad,all,Kogu Eesti,F,7349,https://palgad.stat.ee/api/charts/workers_total_section/5321/2025/Q4/average/all/all/all
5322,Koduhooldustöötajad,all,Kogu Eesti,M,32,https://palgad.stat.ee/api/charts/workers_total_section/5322/2025/Q4/average/all/all/all
5322,Koduhooldustöötajad,all,Kogu Eesti,F,689,https://palgad.stat.ee/api/charts/workers_total_section/5322/2025/Q4/average/all/all/all
5329,"Tervishoiu hooldustöötajad, mujal liigitamata",all,Kogu Eesti,M,93,https://palgad.stat.ee/api/charts/workers_total_section/5329/2025/Q4/average/all/all/all
5329,"Tervishoiu hooldustöötajad, mujal liigitamata",all,Kogu Eesti,F,1052,https://palgad.stat.ee/api/charts/workers_total_section/5329/2025/Q4/average/all/all/all
5413,Vangivalvurid,all,Kogu Eesti,M,363,https://palgad.stat.ee/api/charts/workers_total_section/5413/2025/Q4/average/all/all/all
5413,Vangivalvurid,all,Kogu Eesti,F,165,https://palgad.stat.ee/api/charts/workers_total_section/5413/2025/Q4/average/all/all/all
5414,Turvatöötajad,all,Kogu Eesti,M,3127,https://palgad.stat.ee/api/charts/workers_total_section/5414/2025/Q4/average/all/all/all
5414,Turvatöötajad,all,Kogu Eesti,F,939,https://palgad.stat.ee/api/charts/workers_total_section/5414/2025/Q4/average/all/all/all
5419,"Turvatöötajad, mujal liigitamata",all,Kogu Eesti,M,71,https://palgad.stat.ee/api/charts/workers_total_section/5419/2025/Q4/average/all/all/all
5419,"Turvatöötajad, mujal liigitamata",all,Kogu Eesti,F,33,https://palgad.stat.ee/api/charts/workers_total_section/5419/2025/Q4/average/all/all/all
6111,Põllusaaduste ja köögiviljakasvatajad,all,Kogu Eesti,M,411,https://palgad.stat.ee/api/charts/workers_total_section/6111/2025/Q4/average/all/all/all
6111,Põllusaaduste ja köögiviljakasvatajad,all,Kogu Eesti,F,68,https://palgad.stat.ee/api/charts/workers_total_section/6111/2025/Q4/average/all/all/all
6112,Puuvilja- ja marjakasvatajad,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/6112/2025/Q4/average/all/all/all
6113,"Aednikud, puukooli töötajad ja istikukasvatajad",all,Kogu Eesti,M,171,https://palgad.stat.ee/api/charts/workers_total_section/6113/2025/Q4/average/all/all/all
6113,"Aednikud, puukooli töötajad ja istikukasvatajad",all,Kogu Eesti,F,361,https://palgad.stat.ee/api/charts/workers_total_section/6113/2025/Q4/average/all/all/all
6114,Eri põllukultuuride kasvatajad,all,Kogu Eesti,M,92,https://palgad.stat.ee/api/charts/workers_total_section/6114/2025/Q4/average/all/all/all
6114,Eri põllukultuuride kasvatajad,all,Kogu Eesti,F,46,https://palgad.stat.ee/api/charts/workers_total_section/6114/2025/Q4/average/all/all/all
6121,Loomakasvatajad,all,Kogu Eesti,M,605,https://palgad.stat.ee/api/charts/workers_total_section/6121/2025/Q4/average/all/all/all
6121,Loomakasvatajad,all,Kogu Eesti,F,979,https://palgad.stat.ee/api/charts/workers_total_section/6121/2025/Q4/average/all/all/all
6122,Linnukasvatajad,all,Kogu Eesti,M,23,https://palgad.stat.ee/api/charts/workers_total_section/6122/2025/Q4/average/all/all/all
6122,Linnukasvatajad,all,Kogu Eesti,F,87,https://palgad.stat.ee/api/charts/workers_total_section/6122/2025/Q4/average/all/all/all
6123,Mesinikud ja siidiussikasvatajad,all,Kogu Eesti,M,45,https://palgad.stat.ee/api/charts/workers_total_section/6123/2025/Q4/average/all/all/all
6129,"Loomakasvatuse oskustöölised, mujal liigitamata",all,Kogu Eesti,M,49,https://palgad.stat.ee/api/charts/workers_total_section/6129/2025/Q4/average/all/all/all
6129,"Loomakasvatuse oskustöölised, mujal liigitamata",all,Kogu Eesti,F,30,https://palgad.stat.ee/api/charts/workers_total_section/6129/2025/Q4/average/all/all/all
6130,Segapõllumajanduse oskustöölised,all,Kogu Eesti,M,572,https://palgad.stat.ee/api/charts/workers_total_section/6130/2025/Q4/average/all/all/all
6130,Segapõllumajanduse oskustöölised,all,Kogu Eesti,F,109,https://palgad.stat.ee/api/charts/workers_total_section/6130/2025/Q4/average/all/all/all
6210,Metsanduse jms oskustöölised,all,Kogu Eesti,M,1159,https://palgad.stat.ee/api/charts/workers_total_section/6210/2025/Q4/average/all/all/all
6210,Metsanduse jms oskustöölised,all,Kogu Eesti,F,51,https://palgad.stat.ee/api/charts/workers_total_section/6210/2025/Q4/average/all/all/all
6221,Vesiviljeluse oskustöölised,all,Kogu Eesti,M,22,https://palgad.stat.ee/api/charts/workers_total_section/6221/2025/Q4/average/all/all/all
6222,Sisevete- ja rannapüügikalurid,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/6222/2025/Q4/average/all/all/all
6223,Avamerekalurid,all,Kogu Eesti,M,103,https://palgad.stat.ee/api/charts/workers_total_section/6223/2025/Q4/average/all/all/all
6224,Jahimehed ja karusnahakütid,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/6224/2025/Q4/average/all/all/all
6310,Oma tarbeks taimekasvatusega tegelevad talunikud,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/6310/2025/Q4/average/all/all/all
6320,Oma tarbeks loomakasvatusega tegelevad talunikud,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/6320/2025/Q4/average/all/all/all
6330,Oma tarbeks segapõllumajandusega tegelevad talunikud,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/6330/2025/Q4/average/all/all/all
6340,"Oma tarbeks kalapüügi, jahi ja metsasaaduste korjamisega tegelejad",all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/6340/2025/Q4/average/all/all/all
7111,Üldehitajad,all,Kogu Eesti,M,9203,https://palgad.stat.ee/api/charts/workers_total_section/7111/2025/Q4/average/all/all/all
7111,Üldehitajad,all,Kogu Eesti,F,90,https://palgad.stat.ee/api/charts/workers_total_section/7111/2025/Q4/average/all/all/all
7112,Müürsepad jms töölised,all,Kogu Eesti,all,,https://palgad.stat.ee/api/charts/workers_total_section/7112/2025/Q4/average/all/all/all
7113,"Kiviraidurid, -tahujad jms töölised",all,Kogu Eesti,M,343,https://palgad.stat.ee/api/charts/workers_total_section/7113/2025/Q4/average/all/all/all
7114,"Betoneerijad, betoonpindade viimistlejad jms töölised",all,Kogu Eesti,M,1403,https://palgad.stat.ee/api/charts/workers_total_section/7114/2025/Q4/average/all/all/all
7115,Puusepad,all,Kogu Eesti,M,1668,https://palgad.stat.ee/api/charts/workers_total_section/7115/2025/Q4/average/all/all/all
7115,Puusepad,all,Kogu Eesti,F,22,https://palgad.stat.ee/api/charts/workers_total_section/7115/2025/Q4/average/all/all/all
7119,"Üldehitustöölised, mujal liigitamata",all,Kogu Eesti,M,1968,https://palgad.stat.ee/api/charts/workers_total_section/7119/2025/Q4/average/all/all/all
7119,"Üldehitustöölised, mujal liigitamata",all,Kogu Eesti,F,28,https://palgad.stat.ee/api/charts/workers_total_section/7119/2025/Q4/average/all/all/all
7121,Katusekatjad,all,Kogu Eesti,M,365,https://palgad.stat.ee/api/charts/workers_total_section/7121/2025/Q4/average/all/all/all
7122,Põrandategijad ja plaatijad,all,Kogu Eesti,M,461,https://palgad.stat.ee/api/charts/workers_total_section/7122/2025/Q4/average/all/all/all
7123,Krohvijad,all,Kogu Eesti,M,326,https://palgad.stat.ee/api/charts/workers_total_section/7123/2025/Q4/average/all/all/all
7124,Isoleerijad,all,Kogu Eesti,M,219,https://palgad.stat.ee/api/charts/workers_total_section/7124/2025/Q4/average/all/all/all
7124,Isoleerijad,all,Kogu Eesti,F,42,https://palgad.stat.ee/api/charts/workers_total_section/7124/2025/Q4/average/all/all/all
7125,Klaasijad,all,Kogu Eesti,M,152,https://palgad.stat.ee/api/charts/workers_total_section/7125/2025/Q4/average/all/all/all
7126,Torulukksepad,all,Kogu Eesti,M,2652,https://palgad.stat.ee/api/charts/workers_total_section/7126/2025/Q4/average/all/all/all
7127,Kliima- ja külmutusseadmete mehaanikud,all,Kogu Eesti,M,383,https://palgad.stat.ee/api/charts/workers_total_section/7127/2025/Q4/average/all/all/all
7131,Ehitusmaalrid jms töölised,all,Kogu Eesti,M,1173,https://palgad.stat.ee/api/charts/workers_total_section/7131/2025/Q4/average/all/all/all
7131,Ehitusmaalrid jms töölised,all,Kogu Eesti,F,479,https://palgad.stat.ee/api/charts/workers_total_section/7131/2025/Q4/average/all/all/all
