isco4,leaf_id,leaf_name_et
6121,61210013,Seakasvataja
6121,61210014,Farmijuhataja
6122,61220002,Linnukasvataja
6122,61220003,Linnutalitaja
6122,61220005,Munatootja
6123,61230001,Mesinik
6129,61290001,Karusloomakasvataja
6129,61290005,Laboriloomade kasvataja
6129,61299900,Muud mujal liigitamata loomakasvatuse oskustöölised
6130,61300001,Talupidaja (segapõllumajandus)
6130,61300002,Põllumajanduse oskustöötaja (segapõllumajandus)
6130,61309900,Mujal liigitamata segapõllumajanduse oskustöölised  
6210,62100002,Raietööline
6210,62100003,Metsalangetaja
6210,62100004,Metsaistutaja
6210,62100005,Metsanduse oskustöötaja
6210,62100006,Metsatööline
6210,62100007,Metsaülevaataja
6210,62100008,Metsnik
6210,62100009,Puidumõõdistaja
6210,62100010,Puidumärgistaja
6210,62109900,Mujal liigitamata metsanduse jms oskustöölised 
6221,62210001,Vetikakasvataja
6221,62210002,Kalakasvataja
6221,62210006,Kalakasvanduse oskustöötaja
6221,62219900,Mujal liigitamata vesiviljeluse oskustöölised  
6222,62220001,Rannikupüügilaeva juht
6222,62220002,Kalur (rannikuvetes)
6222,62220003,Kalur (sisevetes)
6222,62229900,Mujal liigitamata sisevete- ja rannapüügikalurid 
6223,62230001,Avamerekalur
6223,62230002,Traallaevakalur
6223,62230003,Kalalaeva kapten (süvameri)
6223,62230004,Traaleri kapten (süvameri)
6223,62239900,Mujal liigitamata avamerekalurid   
6224,62240004,Jahimees
6224,62240005,Jääger
6224,62249900,Mujal liigitamata jahimehed ja karusnahakütid 
6310,63100001,Oma tarbeks taimekasvatusega tegelev talunik
6310,63100002,Oma tarbeks aiasaaduste kasvataja
6310,63100003,Oma tarbeks aedviljade kasvataja
6320,63200001,Oma tarbeks loomi pidav talunik
6330,63300001,Oma tarbeks segapõllumajandusega tegelev talunik
6340,63400001,Oma tarbeks metsasaaduste koguja
7111,71110001,Majaehitaja
7111,71110002,Ehitus- ja remonditööline
7111,71110003,Ehitusmeister
7111,71119900,Mujal liigitamata üldehitajad   
7112,71120001,Ehitusplokkide laduja
7112,71120002,Müürsepp
7112,71120003,Pottsepp
7112,71120004,Koldepottsepp
7112,71120005,Ahjumeister
7112,71120006,Kivisillutise tegija
7112,71120007,Korstnaladuja
7112,71129900,Mujal liigitamata müürsepad jms töölised 
7113,71130001,Graniidilõikaja
7113,71130002,Kiviraidur
7113,71130003,Kivilõikaja
7113,71130004,Teemantpuurija ja -saagija
7113,71139900,"Mujal liigitamata kiviraidurid, -tahujad jms töölised"
7114,71140001,Betoontoodete viimistleja
7114,71140002,Betoonivalaja
7114,71140003,Terratsopõranda ehitaja
7114,71140004,Betoontoodete valmistaja
7114,71140005,Armeerija
7114,71149900,"Mujal liigitamata betoneerijad, betoonpindade viimistlejad jms töölised"
7115,71150001,Ehituspuusepp
7115,71150002,Avatäidete paigaldaja
7115,71150003,Laevapuusepp
7115,71150005,Paadimeister
7115,71150006,Remondipuusepp
7115,71150007,Teatripuusepp
7115,71159900,Mujal liigitamata puusepad   
7119,71190001,Lammutustööline
7119,71190002,Valmisdetailidest ehitiste koostaja
7119,71190003,Tellingupaigaldaja
7119,71190004,Lammutuse oskustööline
7119,71190005,Kõrgehitustööline
7119,71190006,Liikluskorraldusvahendite paigaldaja
7119,71199900,Muud mujal liigitamata üldehitustöölised
7121,71210001,Bituumenkatuste ehitaja
7121,71210002,Plekk-katuste ehitaja
7121,71210003,Katuseparandaja
7121,71210004,Kivikatuste ehitaja
7121,71210005,Plaatkatuste ehitaja
7121,71210006,Roogkatuste ehitaja
7121,71210007,Katusepanija
7121,71219900,Mujal liigitamata katusekatjad   
7122,71220001,Vaibapaigaldaja
7122,71220002,Marmorkatete paigaldaja
7122,71220003,Parketipaigaldaja
7122,71220004,Plaatija
7122,71220005,Kivipõranda paigaldaja
7122,71220006,Mosaiikkatte paigaldaja
7122,71220007,Puitpõranda paigaldaja
7122,71229900,Mujal liigitamata põrandapaigaldajad ja plaatijad 
7123,71230001,Kipsplaadi paigaldaja
7123,71230003,Dekoratiivkrohvija
7123,71230004,Krohvija
7123,71230005,Fassaadikrohvija
7123,71230006,Stukk-krohvija
7124,71240001,Heliisoleerija
7124,71240002,Katelde ja torude isoleerija
7124,71240003,Isoleerija
7124,71240004,Külmutus- ja kliimaseadmete isoleerija
7124,71240005,Soojustaja
7124,71240006,Termoisoleerija
7124,71249900,Mujal liigitamata isoleerijad   
7125,71250001,Autoklaasija
7125,71250002,Klaasija
7125,71250003,Katuseklaasija
7125,71250004,Sõidukiklaasija
7125,71259900,Mujal liigitamata klaasijad   
7126,71260001,Gaasiseadmete monteerija
7126,71260002,Torustikumonteerija
7126,71260003,Torustikupaigaldaja
7126,71260004,Kaevumeister
7126,71260005,Sanitaartehnik
7126,71260006,Torulukksepp
7126,71260007,Koostelukksepp
7126,71269900,Mujal liigitamata torulukksepad   
7127,71270001,Kliimaseadmete mehaanik
7127,71270002,Külmutusseadmete mehaanik
7127,71270003,Külmutus- ja kliimaseadmete mehaanik
7127,71279900,Muud kliima- ja külmutusseadmete mujal liigitamata mehaanikud
7131,71310001,Ehitusmaaler
7131,71310002,Tapeetija
7131,71310003,Dekoratsioonimaalija
7131,71310004,Filmidekoratsioonide maalija
7131,71310005,Metalltarindite värvija
7131,71310006,Laevakere värvija
7131,71319900,Mujal liigitamata ehitusmaalrid jms töölised 
7132,71320001,Tootevärvija
7132,71320002,Tootelakkija
7132,71320003,Sõidukivärvija
7132,71329900,Mujal liigitamata pihustusseadmetega värvijad-lakkijad  
7133,71330001,Fassaadipuhastaja
7133,71330002,Korstnapühkija
7133,71330003,Liivjugapuhastusseadme operaator (hoonefassaadid)
7133,71339900,Mujal liigitamata ehitustarindite puhastajad  
7211,72110001,Kärnivalmistaja
7211,72110002,Metalli valuvormide valmistaja
7211,72119900,Mujal liigitamata valuvormide ja kärnide valmistajad
7212,72120001,Jootja
7212,72120002,Leeklõikaja
7212,72120003,Keevitaja
7212,72129900,Mujal liigitamata keevitajad ja leeklõikajad 
7213,72130001,Katelsepp
7213,72130002,Vasksepp
7213,72130003,Lehtmetalli valtsija
7213,72130004,Plekksepp
7213,72130005,Autoplekksepp
7213,72139900,Mujal liigitamata lehtmetallitöölised   
7214,72140001,Metallkonstruktsioonide püstitaja
7214,72140002,Metallkonstruktsioonide ettevalmistaja
7214,72140003,Neetija
7214,72149900,Mujal liigitamata metallkonstruktsioonide valmistajad ja monteerijad
7215,72150002,Taglastaja
7215,72150003,Laeva taglastaja
7215,72150006,Tõsteseadmete montöör
7215,72150007,Tõsteseadmete trossimehaanik
7215,72150008,Troppija
7215,72159900,Mujal liigitamata troppijad ja trossijätkajad 
7221,72210001,Sepp
7221,72210002,Metallivormija
7221,72210003,Vasarasepp
7221,72210004,Hobuserautaja
7221,72210005,Stantsija
7221,72219900,"Mujal liigitamata sepad, stantsijad jms oskustöölised"
7222,72220001,Stantsivalmistaja
7222,72220002,Relvasepp
7222,72220003,Rakiselukksepp
7222,72220004,Lukksepp
7222,72220005,Šabloonilukksepp
7222,72220006,Tööriistalukksepp
7222,72229900,Mujal liigitamata tööriistavalmistajad jms töölised 
7223,72230001,Metallipuurpingi operaator
7223,72230002,Metallitööpingi operaator
7223,72230003,Metallitööpingi seadistaja
7223,72230004,Metallitööpingi seadistaja-operaator
7223,72230005,Metallitreial
7223,72230006,Metallifreesija
7223,72230007,Metallifreespingi operaator
7223,72230008,Metallifreespingi seadistaja
7223,72230009,Metalltoodete valmistamise operaator
7223,72230010,Programmjuhtimispingi seadistaja (metall)
7223,72230011,Treial (metall)
7223,72230012,Metallitreipingi seadistaja
7223,72230013,Programmjuhtimispingi operaator (metall)
7223,72239900,Mujal liigitamata metallitöötluspinkide seadistajad ja operaatorid
7224,72240001,Noateritaja
7224,72240002,Metalliviimistleja
7224,72240003,Metallilihvija
7224,72240004,Tööriistateritaja
7224,72240005,Metallilihvija (ketasinstrumendiga)
7224,72240006,Metallipoleerija
7224,72240007,Metallipuhastaja
7224,72240008,Metalliteritaja
7224,72240009,Saeteritaja
7224,72240011,Teritaja
7224,72240012,Valutoodete viimistleja
7224,72249900,"Mujal liigitamata metallilihvijad, -poleerijad ja tööriistateritajad"
7231,72310001,Pidurisüsteemide mehaanik
7231,72310002,Diiselmootorite mehaanik (maanteetransport)
7231,72310003,Mootoripaigaldaja (mootorsõidukid)
7231,72310004,Garaažimehaanik
7231,72310005,Mootorrattamehaanik
7231,72310006,Mootorsõidukite mootori ja kütusesüsteemi mehaanik
7231,72310007,Sõidukite elektromehaaniliste osade mehaanik
7231,72310008,Sõidukimehaanik
7231,72310009,Sõidukite remondimehaanik
7231,72310010,Väikemootorite mehaanik
7231,72310011,Autolukksepp
7231,72310012,Automehaanik
7231,72310013,Autoremonditehnik
7231,72310014,Bussimehaanik
7231,72310015,Transporditehnika töökoja meister
7231,72310016,Rehvitehnik
7231,72310017,Mootoridiagnostik
7231,72319900,Mujal liigitamata mootorsõidukimehaanikud ja -lukksepad
7232,72320001,Lennukite keremehaanik
7232,72320002,Lennukimootori lukksepp
7232,72320003,Lennukimehaanik
7232,72320005,Õhusõidukite hooldusmehaanik
7232,72320006,Lennunduse hooldusmehaanik
7232,72320008,Reaktiivmootorite mehaanik
7232,72329900,Mujal liigitamata õhusõidukimehaanikud ja -lukksepad
7233,72330001,Ehitusmasinate mehaanik
7233,72330002,Põllumajandusmasinate remondimehaanik
7233,72330003,Kaevandusmasinate mehaanik
7233,72330004,Statsionaarsete mootorite monteerija
7233,72330005,Rongimootorite mehaanik
7233,72330006,Tehnikahooldusinsener
7233,72330007,Remondilukksepp
7233,72330008,Põllumajandus- ja tööstusmasinate seadistaja
7233,72330009,Põllumajandus- ja tööstusmasinate hooldaja
7233,72330010,Laevamasinate monteerija
7233,72330011,Laevamotorist
7233,72339900,Mujal liigitamata põllumajandus- ja tööstusmasinate mehaanikud ning lukksepad
7234,72340001,Jalgrattamehaanik
7234,72340002,Jalgrattaparandaja
7234,72340003,Lapsevankrite parandaja
7234,72340004,Ratastooliparandaja
7234,72349900,Mujal liigitamata jalgrataste jms sõidukite mehaanikud
7311,73110002,Kirurgiliste instrumentide valmistaja
7311,73110003,Kellassepp
7311,73110004,Fotograafiaseadmete parandaja
7311,73110005,Fotograafiaseadmete valmistaja
7311,73110007,Navigatsiooniriistade parandaja
7311,73110008,Navigatsiooniriistade valmistaja
7311,73110011,Täppisriistade kalibreerija
7311,73110012,Täppisriistade parandaja
7311,73110013,Täppisriistade valmistaja
7311,73119900,Mujal liigitamata täppisinstrumentide valmistajad ja parandajad
7312,73120001,Vaskpillide parandaja
7312,73120002,Klaverihäälestaja
7312,73120003,Keelpillimeister
7312,73120004,Puupuhkpillimeister
7312,73120006,Akordionimeister
7312,73120007,Klaverikeelestaja
7312,73120010,Orelihäälestaja
7312,73120011,Orelimeister
7312,73120012,Pillihäälestaja
7312,73120016,Õppevahendite hooldemeister
7312,73129900,Mujal liigitamata pillimeistrid ja -häälestajad
7313,73130001,Emailija (ehtekunst)
7313,73130002,Vääriskivide paigaldaja
7313,73130003,Kullassepp
7313,73130004,Juveliir
7313,73130005,Hõbesepp
7313,73139900,Mujal liigitamata juveeli- ja väärismetallitöötlejad 
7314,73140002,Potisepp
7314,73140003,Savi- ja portselantoodete valaja
7314,73140004,Savi- ja portselantoodete vormija
7314,73149900,Mujal liigitamata savi- ja portselanimeistrid 
7315,73150001,Klaasipuhuja
7315,73150002,Klaasilõikaja
7315,73150004,Klaasilihvija
7315,73150005,Klaasikoja tööline
7315,73150008,Klaasi töötlemise operaator
7315,73159900,"Mujal liigitamata klaasipuhujad, -lõikajad, -lihvijad ja -viimistlejad"
7316,73160001,Dekoratiivvärvija
7316,73160002,Klaasidekoraator
7316,73160003,Klaasigraveerija
7316,73160006,Keraamikadekoraator
7316,73169900,"Mujal liigitamata klaasi, keraamika jms materjalide dekoratiivmaalijad, graveerijad ja söövitajad"
7317,73170001,Korvipunuja
7317,73170002,Harjameister
7317,73170004,Korvmööbli valmistaja
7317,73170005,Puutoodete valmistaja
7317,73170007,Õlgtoodete valmistaja
7317,73179900,"Mujal liigitamata puidust, punumis- jm materjalidest tooteid valmistavad käsitöömeistrid"
7318,73180001,Vaibameister
7318,73180002,Vaibakuduja
7318,73180003,Kangur
7318,73180004,Kuduja
7318,73180005,Nahameister
7318,73180006,Tekstiilkiudude kraasija
7318,73180008,Tekstiilimeister
7318,73180010,Heegeldaja
7318,73180012,Käsitöö tekstiilimeister
7318,73180013,Tekstiilkiu ettevalmistaja
7318,73180014,Tekstiiltoodete valmistaja
7318,73180015,Võrgupunuja
7318,73189900,"Mujal liigitamata tekstiil-, nahk- jms tooteid valmistavad käsitöömeistrid"
7319,73190001,Küünalde käsitsi valmistaja
7319,73190003,Kivitoodete käsitsi valmistaja
7319,73199900,Mujal liigitamata käsitöömeistrid
7321,73210001,Fotograveerija
7321,73210003,Plaadimontöör (siidtrükk)
7321,73210004,Trükiplaatide valmistaja
7321,73210005,Laduja
7321,73210006,Elektroonilise trükiettevalmistuse tehnik
7321,73210007,Küljendaja
7321,73210008,Trükimasina seadistaja
7321,73219900,Mujal liigitamata trükiettevalmistajad   
7322,73220001,Digitaalse trükipressi operaator
7322,73220002,Trükimasina sööturi operaator
7322,73220003,Fleksotrükimasina operaator
7322,73220006,Siidtrükkal
7322,73220007,Siidtrükimasina operaator
7322,73220008,Väikese trükipressi operaator
7322,73220009,Tekstiilitrükkal
7322,73220010,Rulltrükimasina operaator
7322,73220011,Trükimasina operaator
7322,73220012,Trükkal
7322,73229900,Mujal liigitamata trükkalid   
7323,73230001,Raamatuköitja
7323,73230002,Lõikuri operaator
7323,73230003,Fooliumtrükimasina operaator
7323,73230004,Voltimismasina operaator
7323,73230005,Köitemasina operaator
7323,73230006,Liimköitemasina operaator
7323,73230007,Seljaköitemasina operaator
7323,73230008,Kogumismasina operaator
7323,73230010,Köitekoja tööline
7323,73230011,Poognajärjestaja
7323,73230012,Raamatukohrutaja
7323,73230014,Raamatuviimistleja
7323,73230015,Raamatuõmbleja
7323,73239900,Mujal liigitamata trükiste järeltöötlejad  
7411,74110001,Hoonete remondielektrik
7411,74110002,Ehituselektrik
7411,74110003,Elektrik
7411,74110004,Ehituse elektrik-energeetik
7411,74110005,Hoolduselektrik
7411,74110006,Installatsioonitööde elektrik
7411,74110007,Kaevanduselektrik
7411,74110009,Remondi- ja hoolduselektrik
7411,74110010,Teatrielektrik
7411,74110011,Valgustuselektrik
7411,74119900,Mujal liigitamata ehituselektrikud   
7412,74120001,Autoelektrik
7412,74120002,Elektrigeneraatorite paigaldaja
7412,74120003,Elektromehaanik
7412,74120004,Liftimehaanik
7412,74120005,Elektriarvestite hoolduselektrik
7412,74120006,Elektriseadmete hoolduselektrik
7412,74120007,Jaotusvõrgu elektrik
7412,74120008,Külmutus- ja kliimaseadmete elektrik
7412,74120009,Laevaelektrik
7412,74120011,Signalisatsioonielektrik
7412,74120012,Trammielektrik
7412,74120013,Tööriistaelektrik
7412,74120014,Vedurielektrik
7412,74129900,Mujal liigitamata elektriseadmete mehaanikud ja paigaldajad
7413,74130001,Elektrikaablite ühendaja
7413,74130002,Liinielektrik
7413,74130003,Elektrijuhtmete paigaldaja
7413,74130004,Kaablimontöör
7413,74130005,Kontaktvõrgu hoolduselektrik
7413,74130006,Õhuliini elektrik
7413,74139900,Mujal liigitamata elektriliinide paigaldajad ja hooldajad
7421,74210001,Sularahaautomaatide mehaanik
7421,74210002,Avioonikamehaanik
7421,74210003,Elektroonikaseadmete hooldaja
7421,74210004,Elektroonikamehaanik
7421,74210005,Koopiamasinate mehaanik
7421,74210006,Audio-videoseadmete elektroonik-seadistaja
7421,74210007,Audio-videotehnik
7421,74210008,Elektroonikaseadmete mehaanik
7421,74210009,Meditsiiniseadmete elektroonik-seadistaja
7421,74210010,Raadiomontöör
7421,74210011,Raadioparandaja
7421,74210013,Tehniliste süsteemide spetsialist
7421,74210014,Televisioonitehnika parandaja
7421,74210015,Tööriistaelektroonik-seadistaja
7421,74210016,Tööstusseadmete elektroonik-seadistaja
7421,74219900,Mujal liigitamata elektroonikaseadmete mehaanikud ja hooldajad
7422,74220001,Sidetehnoloogia hooldaja
7422,74220002,Arvutiseadmete koostaja
7422,74220003,Arvutiriistvara paigaldaja
7422,74220004,Andme- ja sidekaablite paigaldaja
7422,74220005,Sideseadmete mehaanik
7422,74220007,IKT-seadmete remonditööline
7422,74220008,Telegraafi- ja telefoniseadmete mehaanik
7422,74220010,IKT-seadmete paigaldaja 
7422,74229900,Mujal liigitamata IKT-seadmete paigaldajad ja hooldajad
7511,75110001,Lihunik
7511,75110002,Kalafileerija
7511,75110003,Kalatöötleja
7511,75110004,Kalamarineerija
7511,75110006,Kalasoolaja
7511,75110007,Kalasuitsutaja
7511,75110008,Konditustaja
7511,75110009,Lihalõikaja
7511,75110010,Lihamarineerija
7511,75110011,Liharookija
7511,75110012,Lihasoolaja
7511,75110013,Lihasuitsutaja
7511,75110014,Lihatöötleja
7511,75110016,Rümbatükeldaja
7511,75110017,Vorstitegija
7511,75119900,"Mujal liigitamata lihatöötlejad, kalakäitlejad jms töölised"
7512,75120001,Pagar
7512,75120002,Šokolaadivalmistaja
7512,75120003,Kondiiter
7512,75120004,Biskviidivalmistaja
7512,75120007,Kondiitritoodete valmistaja
7512,75120008,Leivaküpsetaja
7512,75120009,Maiustusevalmistaja
7512,75120012,Pagar-kondiiter
7512,75120013,Šokolaadivalaja
7512,75120014,Šokolaadivormija
7512,75120015,Tainasegaja
7512,75129900,"Mujal liigitamata pagarid, kondiitrid ja maiustuste valmistajad"
7513,75130001,Võimeister
7513,75130002,Juustumeister
7513,75130003,Jäätisevalmistaja
7513,75130004,Piimatoodete valmistaja
7513,75139900,Mujal liigitamata piimatöötlejad   
7514,75140001,Aedviljade ja puuviljade marineerija
7514,75140002,Köögiviljade konserveerija
7514,75140003,Moositegija
7514,75140005,Puuviljasegude valmistaja
7514,75140006,Puuviljade konserveerija
7514,75140007,Mahlategija
7514,75149900,Mujal liigitamata puu- ja köögivilja ning marjade töötlejad
7515,75150001,Toidu kvaliteedimääraja
7515,75150002,Toidudegusteerija
7515,75150003,Jookide degusteerija
7515,75150004,Veinidegusteerija
7515,75150007,Liha kvaliteedimääraja
7515,75150009,Mahladegusteerija
7515,75150013,Maitseainete kvaliteedimääraja
7515,75159900,Mujal liigitamata toidu ja jookide degusteerijad ja hindajad
7521,75210001,Puidukuivatioperaator
7521,75210002,Puidukuivatusahju operaator
7521,75210003,Spoonikuivataja
7521,75210004,Puidukuivataja
7521,75210005,Puidutöötleja
7521,75210006,Puidu ettevalmistaja
7521,75210007,Puidusorteerija
7521,75219900,Mujal liigitamata puidutöötlejad   
7522,75220001,Tisler
7522,75220003,Mööblitisler
7522,75220005,Puitšabloonide valmistaja
7522,75220006,Aamissepp
7522,75220007,Kirstutegija
7522,75220008,Klaveritisler
7522,75220009,Laudsepp
7522,75220010,Pildiraamide tegija
7522,75220011,Puidupainutaja
7522,75220012,Puitmööbli viimistleja
7522,75220013,Puunikerdaja
7522,75220014,Puidurestauraator
7522,75220015,Puittoodete viimistleja
7522,75229900,Mujal liigitamata tislerid jms töölised
7523,75230001,Puulõikemasina operaator
7523,75230002,Mööblitootmismasina operaator
7523,75230003,Puidu täppissaagija
7523,75230004,Puidutöötlemismasina operaator
7523,75230005,Puidutreial
7523,75230006,Puidutreipingi operaator
7523,75230007,Puidutöötlemismasina seadistaja
7523,75230008,Puidutöötlemismasina seadistaja-operaator
7523,75230009,Puidutöötlemismasina seadistusoperaator
7523,75239900,Mujal liigitamata puidutöötluspinkide seadistajad ja operaatorid
7531,75310001,Naisterätsep
7531,75310002,Köösner
7531,75310003,Kübarategija
7531,75310005,Rätsep
7531,75310006,Parukategija
7531,75319900,"Mujal liigitamata rätsepad, köösnerid ja kübarategijad"
7532,75320002,Juurdelõikaja
7532,75320003,Rõivalõigete valmistaja
7532,75329900,Mujal liigitamata rõiva- jms lekaalide valmistajad ning juurdelõikajad
7533,75330001,Tikkija
7533,75330002,Õmbleja
7533,75339900,"Mujal liigitamata õmblejad, tikkijad jms töölised"
7534,75340001,Mööblipolsterdaja
7534,75340002,Madratsivalmistaja
7534,75340003,Ortopeediliste abivahendite polsterdaja
7534,75340004,Sõidukipolsterdaja
7534,75340005,Pehme mööbli valmistaja
7534,75349900,Mujal liigitamata polsterdajad jms töölised 
7535,75350001,Loomanahkade sortija
7535,75359900,Mujal liigitamata toorkarusnaha ettevalmistajad ja parkalid
7536,75360001,Kingsepp
7536,75360002,Ortopeediliste jalatsite valmistaja
7536,75360003,Sadulsepp
7536,75360004,Jalatsivalmistaja
7536,75360005,Nahktoodete valmistaja
7536,75369900,Mujal liigitamata kingsepad jms töölised 
7541,75410004,Allveetöötaja
7541,75419900,Mujal liigitamata allveetöötajad   
7542,75420002,Lõhkaja
7542,75420003,Lõhkemeister
7542,75429900,Mujal liigitamata lõhkajad ja õhkijad 
7543,75430001,Tootesortija
7543,75430002,Kvaliteedikontrolör (v.a toidud ja joogid)
7543,75430003,Villaliigitaja
7543,75439900,Mujal liigitamata toodete (v.a toidud ja joogid) testijad
7544,75440001,Fumigeerija
7544,75440002,Kahjuritõrjuja
7544,75449900,Mujal liigitamata kahjuri- ja umbrohutõrjujad 
7549,75490001,Optiliste läätsede viimistleja
7549,75499900,Muud mujal liigitamata oskus- ja käsitöölised
8111,81110002,Kaevur
8111,81110003,Kaevandusseadmete operaator
8111,81110004,Karjääritööline
8111,81110006,Kaevandusveoki operaator
8111,81119900,"Mujal liigitamata kaevurid ja karjääritöölised, mäeseadmete operaatorid"
8112,81120002,Purusti operaator (maavarade või kivimite töötlemine)
8112,81120005,Masinaoperaator (kivide raiumine või töötlemine)
8112,81120006,Kivitöötlusmasina operaator
8112,81120007,Mineraalitöötlusmasina operaator
8112,81129900,Muud maavarade rikastamise seadmete ja kivitöötlusmasinate operaatorid
8113,81130001,Puurseadmete operaator
8113,81130002,Sihipuurija
8113,81139900,Mujal liigitamata puurseadmete operaatorid
8114,81140001,Valatud betoontoodete masina operaator
8114,81140003,Betoonitootmismasina operaator
8114,81140004,Tööstusliku teemantlihvimismasina operaator
8114,81140005,Kivilihvimismasina operaator
8114,81140006,Kivigraveerimise operaator
8114,81140007,Kivilõikamise operaator
8114,81140008,Tsementtoodete valmistamise operaator
8114,81140009,Asfalditootmismasina operaator
8114,81149900,"Mujal liigitamata tsement-, kivi- jm mineraalsete toodete masinate operaatorid"
8121,81210001,Valukopa operaator
8121,81210002,Metallipressimismasina operaator
8121,81210003,Metallisulatusahju operaator
8121,81210004,Terasevaltsija
8121,81219900,Mujal liigitamata metallitootmisseadmete operaatorid
8122,81220001,Metalliviimistlusmasina operaator
8122,81220002,Metallikatmise operaator
8122,81229900,Mujal liigitamata metallitöötlusmasinate operaatorid  
8131,81310002,Lõhkeainete tootmise masina operaator
8131,81310003,Ravimite ja hügieenitarvete masinate operaatorid
8131,81310004,Farmaatsiatoodete valmistamise operaator
8131,81310005,Keemiaseadmete ja -masinate operaatorid
8131,81310009,Kemikaalide töötleja
8131,81319900,Mujal liigitamata keemiatoodete seadmete ja masinate operaatorid
8132,81320003,Fotode ilmutusmasina operaator
8132,81320006,Fotograafiatoodete töötleja
8132,81320007,Fotode trükkija
8132,81329900,Muud fotograafiatoodete mujal liigitamata masinate operaatorid
8141,81410002,Kummipressimismasina operaator
8141,81410004,Kummitoodete valmistamise operaator
8141,81410005,Rehvivalmistaja
8141,81410006,Rehviparandaja
8141,81410007,Vulkaniseerija
8141,81419900,Mujal liigitamata kummitoodete masinate operaatorid
8142,81420001,Plastlaminaadi pressi operaator
8142,81420003,Plastist kaablimantlite masina operaator
8142,81420004,Plastipressimismasina operaator
8142,81420005,Plastivormija
8142,81420006,Plastpaatide ehitaja
8142,81420007,Plastpudelite puhumismasina operaator
8142,81420008,Plasttoodete masina operaator
8142,81429900,Mujal liigitamata plasttoodete masinate operaatorid
8143,81430001,Papptoodete masina operaator
8143,81430002,Ümbrike ja paberkottide valmistamise masina operaator
8143,81430003,Paberkarpide masina operaator
8143,81430004,Pabertoodete masina operaator
8151,81510001,Kamm-masina operaator
8151,81510002,Tekstiilkiu ettevalmistusmasina operaator
8151,81510003,Niidi ja lõnga ketrusmasina operaator
8151,81510004,Niidi ja lõnga korrutusmasina operaator
8151,81510005,Niidi ja lõnga poolimismasina operaator
8151,81519900,"Mujal liigitamata ettevalmistus-, ketrus- ja poolimismasinate operaatorid"
8152,81520001,Vaibakudumismasina operaator
8152,81520002,Kudumismasina operaator
8152,81529900,Mujal liigitamata kudumismasinate operaatorid
8153,81530001,Tikkimismasina operaator
8153,81530002,Õmblusmasina operaator
8153,81530003,Masinõmbleja
8153,81530004,Jalatsite masinõmbleja
8154,81540002,Riidevärvimismasina operaator
8154,81540003,Tekstiilkiuvärvimise operaator
8154,81540004,Vaibapuhastuse operaator
8154,81549900,"Mujal liigitamata pleegitus-, värvimis- ja puhastusmasinate operaatorid"
8155,81550006,Nahatöötluse operaator
8156,81560001,Jalatsitootmismasina operaator
8156,81569900,Mujal liigitamata jalatsitootmis- jms masinate operaatorid
8157,81570001,Keemilise puhastuse masina operaator
8157,81570002,Pesumasina operaator
8157,81570003,Triikimismasina operaator
8157,81579900,Mujal liigitamata pesumasinate operaatorid
8159,81590004,Tekstiilimustrite masina operaator
8159,81590005,Juurdelõikusmasina operaator
8159,81599900,"Muud tekstiil-, karusnahk- ja nahktoodete mujal liigitamata masinate operaatorid"
8160,81600001,Pagaritoodete masina operaator
8160,81600002,Leivaküpsetusmasina operaator
8160,81600003,Šokolaadimasina operaator
8160,81600006,Piimatoodete masina operaator
8160,81600007,Kalatöötlemismasina operaator
8160,81600008,Lihatöötlemismasina operaator
8160,81600009,Piimatöötlemismasina operaator
8160,81600010,Alkoholidestilleerimise operaator
8160,81600011,Karastusjookide tootmise operaator
8160,81600012,Köögiviljatöötluse operaator
8160,81600014,Lihatoodete valmistamise operaator
8160,81600015,Mölder
8160,81600016,Pudelipesu operaator
8160,81600019,Teraviljatöötluse operaator
8160,81600021,Õllepruulija
8160,81600022,Maitseainete tootmise operaator
8160,81609900,Mujal liigitamata toiduainete jms toodete masina operaator
8160,81609901,Toiduainete jms toodete masina seadistaja
8171,81710002,Tselluloosi- ja paberipeenesti operaator
8171,81710003,Poognamasina operaator (tselluloos ja paber)
8171,81710004,Vanapaberi ümbertöötluse operaator
8171,81710005,Paberitootmisseadmete operaatorid
8171,81710006,Puiduhakkeseadmete operaator (paberi tootmine)
8171,81719900,Mujal liigitamata tselluloosi- ja paberitootmisseadmete operaatorid
8172,81720001,Ketassae operaator
8172,81720002,Palgilõikamisseadmete operaator
8172,81720003,Vineeripressi operaator
8172,81720004,Saeveski operaator
8172,81720005,Saeveskihöövli operaator
8172,81720006,Spooni ringkoorimismasina operaator
8172,81720007,Lintsae operaator
8172,81720008,Puidutöötlemisseadmete operaator
8172,81720009,Spooni höövelkoorimismasina operaator
8172,81729900,Mujal liigitamata puidutöötlemisseadmete operaatorid
8181,81810002,Savisegamismasina operaator
8181,81810004,Klaasisegu segamismasina operaator
8181,81810005,Klaasiahju operaator
8181,81810008,Keraamikatoodete valmistamise operaator
8181,81810009,Klaasitootmismasina operaator
8181,81810010,Klaasiviimistlusmasina operaator
8181,81810013,Savi- ja portselantoodete masina operaator
8181,81819900,Mujal liigitamata klaasi- ja keraamikaahjude jms operaatorid
8182,81820003,Katlamaja operaator
8182,81820004,Katlaoperaator
8182,81829900,Mujal liigitamata aurumasinate ja -katelde operaatorid
8183,81830001,Märgistamismasina operaator
8183,81830002,Pakkemasina operaator
