isco4,leaf_id,leaf_name_et
8183,81830003,Pakkimismasina operaator
8183,81830004,Villimismasina operaator
8183,81839900,"Mujal liigitamata pakke-, villimis- ja märgistusseadmete operaatorid"
8189,81890001,Trossi- ja köiejätkamismasina operaator
8189,81890002,Eritööde puhastusteenindaja
8189,81899900,Muud mujal liigitamata seadme- ja masinaoperaatorid
8211,82110001,Lennukikoostaja
8211,82110002,Sõidukimootorite koostaja
8211,82110006,Sõidukikoostaja
8211,82110007,Haakeriistade koostaja
8211,82110008,Mehaaniliste seadmete koostaja
8211,82119900,Mujal liigitamata mehaaniliste seadmete koostajad
8212,82120001,Elektriseadmete koostaja
8212,82120002,Elektromehaanikaseadmete koostaja
8212,82120003,Elektroonikaseadmete koostaja
8212,82120004,Telefonikoostaja
8212,82120006,Traadimähkimismasina operaator
8212,82129900,Mujal liigitamata elektri- ja elektroonikaseadmete koostajad
8219,82190002,Jalgrataste koostaja
8219,82190003,Kastiehitaja
8219,82190004,Avatäidete koostaja
8219,82190005,Prilliraamide koostaja
8219,82190006,Puitmööbli koostaja/paigaldaja
8219,82190007,Ehete koostaja
8219,82190009,Nahktoodete koostaja
8219,82190010,Metalltoodete koostaja (v.a mehaanilised tooted)
8219,82190011,Papptoodete koostaja
8219,82190013,Plasttoodete koostaja
8219,82190015,Kummitoodete koostaja
8219,82190016,Päikesevarjude koostaja
8219,82190017,Tekstiiltoodete koostaja
8219,82190018,Puidutoodete koostaja
8219,82190019,Segatoodete koostaja
8219,82199900,Muud mujal liigitamata koostajad
8311,83110001,Vedurijuht
8311,83110003,Rongijuht
8311,83110004,Raudtee eriveeremi juht
8311,83119900,Mujal liigitamata veduri- ja rongijuhid
8312,83120001,Raudtee pidurdusseadmete operaator
8312,83120002,Raudtee pöörmeseadja
8312,83120004,Kaubarongi vagunisaatja
8312,83120005,Raudteevaht
8312,83120006,Rongikoostaja
8312,83129900,Muud raudtee mujal liigitamata liiklustöötajad
8321,83210001,Motokuller
8321,83210004,Mootorratta juht
8322,83220001,Sõiduautojuht
8322,83220002,Taksojuht
8322,83220003,Pakiauto juht
8322,83220004,Kaubabussi juht
8322,83220005,Kiirabiautojuht
8322,83220006,Sõidukiparkija
8322,83229900,"Mujal liigitamata sõiduauto-, takso- ja pakiautojuhid"
8331,83310001,Bussijuht
8331,83310002,Trammijuht
8331,83310003,Trollibussijuht
8332,83320001,Betooniauto juht
8332,83320002,Prügiauto juht
8332,83320003,Veoauto juht
8332,83320004,Autorongi juht
8332,83320005,Paakauto juht
8332,83329900,Mujal liigitamata veoautojuhid
8341,83410001,Kombainijuht
8341,83410002,Palgiveoki juht (metsas)
8341,83410003,Traktorist
8341,83410004,Forvarderijuht
8341,83410005,Metsatöömasinate juht
8341,83410006,Põllumajandusmasinate juht
8341,83410007,Harvesterioperaator
8341,83419900,Mujal liigitamata põllu- ja metsamasinate juhid
8342,83420001,Buldooserijuht
8342,83420002,Ekskavaatorijuht
8342,83420003,Esikopaga laaduri juht
8342,83420004,Rammnuia juht
8342,83420005,Teerullijuht
8342,83420006,Lumesaha juht
8342,83420007,Asfaldilaoturi juht
8342,83420008,Teehöövli juht
8342,83420009,Maaparandusmasina juht
8342,83420010,Teehooldusmasina juht
8342,83420011,Freesijuht
8342,83429900,"Mujal liigitamata maaparandus-, tee- jms masinate juhid"
8343,83430002,Istelifti operaator
8343,83430003,Kraanajuht
8343,83430005,Kaevanduslifti operaator
8343,83430006,Suusatõstuki operaator
8343,83430007,Autokraana juht
8343,83430008,Sadamatõstuki juht
8343,83430009,Tornkraana juht
8343,83430010,Kuivlasti dokker
8343,83439900,"Mujal liigitamata kraana-, tõstuki- jm tõsteseadmete juhid"
8344,83440001,Kahveltõstukijuht
8344,83440002,Tõstukauto juht
8344,83449900,Mujal liigitamata kahveltõstukite jms masinate juhid
8350,83500001,Pootsman
8350,83500002,Parvlaeva madrus
8350,83500003,Madrus
8350,83500004,Vedurlaeva madrus
8350,83500005,Majakavaht
8350,83500006,Paadimees
8350,83509900,Laeva tekimeeskonna mujal liigitamata liikmed jms töötajad
9111,91110001,Kodukoristaja
9111,91110002,Koduabiline
9112,91120001,Õhusõiduki koristaja
9112,91120002,Hotelli koristaja
9112,91120003,Tualetiteenindaja
9112,91120004,Kontori koristaja
9112,91120005,Hotelli toateenija
9112,91120006,Koristaja (asutuses)
9112,91120007,Majanduse abitööline
9112,91120008,Puhastusteenindaja
9112,91129900,"Mujal liigitamata koristajad ja abilised kontoris, hotellis jms asutustes"
9121,91210001,Käsitsi pesupesija
9121,91210002,Käsitsi pressija
9121,91210003,Triikija
9121,91210004,Pesukorraldaja
9121,91210005,Pesunaine
9121,91210006,Rõivapuhastaja
9121,91210007,Pesumaja tööline
9121,91219900,Mujal liigitamata pesupesijad ja triikijad
9122,91220001,Sõidukipesija (käsitsi)
9123,91230001,Aknapesija
9129,91290001,Vaibapuhastaja
9129,91290003,Grafitieemaldaja
9129,91290004,Basseinipuhastaja
9129,91290005,Vesijugapuhastusseadme tööline
9129,91290006,Koguhoidja-säilitaja
9129,91299900,Mujal liigitamata muid puhastustöid tegevad lihttöölised
9211,92110001,Puuviljakorjaja
9211,92110002,Aedviljakorjaja
9211,92110003,Niisutustööline
9211,92110004,Põllutööline
9211,92110005,Raba lihttööline
9211,92110006,Marjakorjaja
9211,92119900,Mujal liigitamata taimekasvatuse lihttöölised
9212,92120001,Farmi lihttööline
9212,92120002,Mesila lihttööline
9212,92120003,Tallitööline
9212,92120004,Karjatalitaja
9212,92129900,Mujal liigitamata loomakasvatuse lihttöölised
9213,92130001,Segapõllumajanduse lihttööline
9213,92139900,Mujal liigitamata segapõllumajanduse lihttöölised
9214,92140001,Aianduse lihttööline
9214,92140002,Muruniitja
9214,92140003,Puukooli lihttööline
9214,92140004,Haljastuse lihttööline
9214,92140005,Kasvuhoone lihttööline
9214,92149900,Mujal liigitamata aianduse lihttöölised
9215,92150001,Metsanduse lihttööline
9215,92150002,Puuistutaja
9215,92159900,Mujal liigitamata metsanduse lihttöölised
9216,92160001,Kalakasvatuse lihttööline
9216,92160002,Kalanduse lihttööline
9216,92169900,Mujal liigitamata kalapüügi ja vesiviljeluse lihttöölised
9311,93110001,Kaevanduse lihttööline
9311,93110002,Karjääri lihttööline
9311,93119900,Mujal liigitamata mäetööstuse lihttöölised
9312,93120001,Ehituslihttööline (rajatised)
9312,93120002,Tammide hooldustööline
9312,93120003,Hauakaevaja
9312,93120004,Kaevukaevaja
9312,93120005,Kraavikaevaja
9312,93120006,Teeremonditööline
9312,93120007,Maanteetööline
9312,93120008,Mullatööline
9312,93120009,Pinnase ettevalmistaja
9312,93120010,Tammitööline
9312,93120011,Raudteeremondi tööline
9312,93129900,Mujal liigitamata rajatiste ehituse lihttöölised
9313,93130001,Müürsepa abiline (hooned)
9313,93130002,Ehituslihttööline (hooned)
9313,93130003,Hoonelammutuse lihttööline
9313,93130004,Mördikäru lükkaja (hooned)
9313,93130005,Betooniabitööline (hooned)
9313,93130006,Ehitusabitööline (hooned)
9313,93130007,Ehituskoristustööline (hooned)
9313,93130008,Hoonehooldustööline
9313,93139900,Mujal liigitamata hooneehituse lihttöölised
9321,93210001,Etiketikleepija
9321,93210002,Käsitsipakkija
9321,93210003,Kotitäitja
9321,93219900,Mujal liigitamata pakkijad
9329,93290001,Pudelisorteerija tehases
9329,93290002,Tehase abitööline
9329,93290005,Koostamislihttööline
9329,93290006,Materjalivedaja
9329,93290007,Mähisekerija
9329,93290009,Pealelööja (sepaabiline)
9329,93290010,Tehnopesija
9329,93299900,Muud töötleva tööstuse mujal liigitamata lihttöölised
9331,93310001,Jalgrattakuller
9331,93310002,Rikšajuht
9331,93310003,Pedaalsõidukijuht (velotakso)
9331,93319900,Mujal liigitamata käsi- ja pedaalsõidukijuhid
9332,93320001,Loomveoki juht
9333,93330001,Pagasikäitleja
9333,93330002,Laadija
9333,93330003,Kaimadrus
9333,93339900,Mujal liigitamata transporditöölised ja laadijad 
9334,93340001,Öine kaubaladuja
9334,93340002,Kaubaladuja
9334,93340003,Kaubakäitleja
9334,93349900,Mujal liigitamata kaubaladujad
9411,94110001,Kiirtoidutellimuste täitja
9411,94110002,Hamburgerivalmistaja
9411,94110003,Pitsavalmistaja
9411,94110004,Kiirtoidu valmistaja
9411,94119900,Mujal liigitamata kiirtoitlustuse abitöölised
9412,94120001,Käsitsi nõudepesija
9412,94120002,Köögi abitööline
9412,94120003,Köögiabiline
9412,94120004,Köögikäskjalg
9412,94120005,Köögiteenija
9412,94120006,Koka abi
9412,94120007,Baari abiline
9412,94129900,Mujal liigitamata köögiabilised
9510,95100002,Autode valvaja
9510,95100003,Jooksupoiss
9510,95100004,Tasuta ajalehtede jagaja
9510,95100005,Reklaamlehtede jagaja
9510,95100007,Plakatikleepija
9510,95109900,Tänaval jms kohtades mujal liigitamata teenuse osutajad
9520,95200001,Tänavakaubitseja
9520,95209900,Mujal liigitamata välimüüjad (v.a toidu- ja joogimüüjad)
9611,96110001,Prügivedaja
9611,96110002,Prügikoguja
9611,96119900,Mujal liigitamata jäätmekogujad ja -laadijad
9612,96120001,Prügi ringlussevõtu tööline
9612,96120002,Prügisorteerija
9612,96129900,Mujal liigitamata jäätmesortijad
9613,96130001,Pargikoristaja
9613,96130002,Tänavapühkija
9613,96130003,Tootmispindade koristaja
9613,96130004,Kojamees
9613,96139900,"Mujal liigitamata välikoristajad, tootmishoonete koristajad jms lihttöölised"
9621,96210001,Pakikandja
9621,96210002,Käskjalg
9621,96210003,Ajalehtede kättetoimetaja
9621,96219900,"Mujal liigitamata käskjalad, pakkide kättetoimetajad ja pakikandjad"
9622,96220001,Üldtööline
9622,96220002,Halduse abitööline
9622,96220003,Kinnisvarahooldaja
9622,96220004,Remondi abitööline
9622,96229900,Mujal liigitamata halduse abitöölised
9623,96230001,Näidufikseerija
9623,96230002,Müügiautomaatidest rahakoguja
9623,96239900,Mujal liigitamata arvestikontrolörid ning müügi- ja parkimisautomaatide rahakogujad
9624,96240001,Küttepuude koguja
9624,96240002,Veekandja
9629,96290001,Riidehoiutöötaja
9629,96290002,Laadaplatsi töötaja
9629,96290003,Parklatöötaja
9629,96290004,"Piletikontrolör (teatris, kinos)"
9629,96290005,Kohanäitaja
9629,96290006,Valvur
9629,96290007,Valvur-riidehoidja
9629,96290008,Parkimiskontrolör
9629,96290009,Julgestaja üritustel
9629,96290010,Kärupaigaldaja
9629,96290011,PKT lihttööline
9629,96290012,Õpilasmalevlane
9629,96299900,Muud mujal liigitamata lihttöölised
