model,scenario,taxonomy,location_code,location_name,code,code_label,employed,exposure,augmentation_share,automation_share,opportunity,risk,score_source,weight_source,crosswalk
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,1431,"Spordi-, vabaaja- ja kultuurikeskuste juhid",650,0.0817,0.3608,0.6392,0.029477359999999998,0.052222639999999994,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,1439,"Teenuste juhid, mujal liigitamata",1685,0.2703,0.5243,0.4757,0.14171829,0.12858171,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2111,Füüsikud ja astronoomid,207,0.0621,0.8286,0.1714,0.051456060000000005,0.010643940000000001,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2113,Keemikud,425,0.135,0.3811,0.6189,0.0514485,0.0835515,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2114,Geoloogid ja geofüüsikud,135,0.1166,0.7684,0.2316,0.08959544,0.02700456,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2120,"Matemaatikud, aktuaarid ja statistikud",900,0.188,0.5694,0.4306,0.10704720000000001,0.08095279999999999,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2131,"Bioloogid, botaanikud, zooloogid jms tippspetsialistid",802,0.0909,0.5533,0.4467,0.05029497,0.04060502999999999,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2132,"Põllumajanduse, metsanduse ja kalanduse nõuandjad",499,0.0703,0.4322,0.5678,0.03038366,0.03991634,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2133,Keskkonnakaitse tippspetsialistid,704,0.089,0.4512,0.5488,0.0401568,0.048843199999999996,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2141,Tööstus- ja tootmisinsenerid,2903,0.1445,0.6066,0.3934,0.0876537,0.0568463,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2142,Ehitusinsenerid,1929,0.0736,0.6588,0.3412,0.048487680000000005,0.02511232,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2143,Keskkonnatehnika tippspetsialistid,159,0.2552,0.4318,0.5682,0.11019535999999999,0.14500464,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2144,Mehaanikainsenerid,1160,0.1774,0.4678,0.5322,0.08298772,0.09441228,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2145,Keemiainsenerid,276,0.1369,0.6106,0.3894,0.08359114,0.05330886,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2146,"Mäetööstuse, metallurgia jms valdkondade tippspetsialistid",44,0.2504,0.5622,0.4378,0.14077488000000002,0.10962512,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2149,"Tehnikateaduste tippspetsialistid, mujal liigitamata",644,0.1708,0.5642,0.4358,0.09636536000000001,0.07443464000000001,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2151,Elektriinsenerid,1391,0.1525,0.5341,0.4659,0.08145025,0.07104975,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2152,Elektroonikainsenerid,937,0.2679,0.7383,0.2617,0.19779057,0.07010943,derived,palgad_stat_ee_2025q4,direct
