isco_level_4,ai_product_exposure_score
0110,0.05562770562770563
0210,0.10397727272727272
0310,0.04722222222222222
1111,0.12896825396825395
1112,0.09272209272209272
1114,0.125
1120,0.11492763772175538
1211,0.2162907268170426
1212,0.1020673873589521
1213,0.17522002469942974
1219,0.10189449060986105
1221,0.29210472960896516
1222,0.1412037037037037
1223,0.20602160094807154
1311,0
1312,0.02904040404040404
1321,0.13645123174381102
1322,0.14478545041204888
1323,0.11428571428571428
1324,0.12131510280459219
1330,0.16026587791293673
1341,0.015384615384615385
1342,0.28205128205128205
1343,0.03636363636363636
1344,0.042731010646750354
1345,0.017857142857142856
1346,0.2069594757094757
1349,0.11198310729394242
1411,0.14478844169246646
1412,0.030303030303030304
1420,0.15393049005542467
1431,0.04653730557368328
1439,0.15405104453799195
2111,0.03540100250626566
2112,0.16290726817042606
2113,0.07695822087269455
2114,0.0664512335326815
2120,0.10717404078748617
2131,0.0518210670534452
2132,0.04007452574525745
2133,0.05072780037874403
2141,0.08233597883597883
2142,0.04192213015742428
2143,0.1454576125628757
2144,0.10112942612942613
2145,0.07800948312916398
2146,0.14270130454340982
2149,0.09736491245682422
2151,0.08693910256410256
2152,0.1527102551134134
2153,0.03125
2161,0.07606490872210953
2162,0.05555555555555555
2163,0.06018878518878519
2164,0.1323529411764706
2165,0.027972027972027972
2166,0.09191782321863623
2211,0
2212,0
2221,0.10198836782954733
2222,0.044444444444444446
2230,0.12380952380952381
2250,0.006409571626962931
2261,0.1
2262,0.16826305220883533
2263,0.19206349206349205
2264,0.1337468982630273
2265,0.22282608695652173
2266,0.12142857142857143
2267,0.14473684210526316
2269,0.15812330204093222
2310,0.0531250077623082
2320,0.1672729602698643
2330,0.1381320645622705
2341,0.1225
2342,0.10876456876456876
2351,0
2352,0.11701365663322184
2353,0.12698412698412698
2354,0.15789473684210525
2355,0.08746645195920558
2356,0.3
2359,0.12024824271507155
2411,0.1878378032224186
2412,0.2489733867031661
2413,0.3206349206349206
2421,0.2563700918964077
2422,0.08433042195377721
2423,0.15093869552073885
2424,0.08271604938271605
2431,0.3367260225154962
2432,0.08997769906860816
2433,0.34440559440559443
2434,0.3041666666666667
2511,0.19582481682038694
2512,0.19575702075702076
2513,0.1722252747252747
2514,0.2658882783882784
2519,0.2006690069190069
2521,0.17532805429864254
2522,0.155026455026455
2523,0.28138528138528135
2529,0.27999822238952676
2611,0.1606060606060606
2612,0
2619,0.16086795829442888
2621,0.021747587924058513
2622,0.08333333333333333
2631,0.25462962962962965
2632,0.03492936801760331
2633,0.078125
2634,0.108308297046099
2635,0.023597223833105956
2636,0.042483660130718956
2641,0.08732638888888888
2642,0.014847883597883598
2643,0.3212145969498911
2651,0.024931129476584022
2652,0.014719848053181387
2653,0
2654,0.08308136308136307
2655,0.03333333333333333
2656,0.07905982905982906
2659,0.01875
3111,0.08325390762365552
3112,0.13429401982033562
3113,0.09246031746031746
3114,0.10591491841491842
3115,0.1579619281295298
3116,0.14055555555555554
3117,0.15053835053835055
3118,0.01633986928104575
3119,0.1851138209452689
3121,0.1111111111111111
3122,0.10778280204058667
3123,0.03990228075836118
3131,0.10818511967808643
3132,0.07435897435897436
3133,0.1674122174122174
3134,0.22034632034632035
3135,0.2
3139,0.09823232323232323
3141,0.14395604395604394
3142,0.07828282828282829
3143,0
3151,0
3152,0.01111111111111111
3153,0.03565971810294857
3154,0.08932338086749851
3155,0
3211,0.19285714285714284
3212,0.13636363636363635
3213,0.2505197505197505
3214,0.09420289855072464
3222,0.14814814814814814
3230,0.25
3240,0.022222222222222223
3251,0.08854166666666666
3252,0.5699248120300752
3253,0.06666666666666667
3254,0.041666666666666664
3255,0.15928884711779448
3256,0.30303030303030304
3257,0.21284753550543023
3258,0.12761904761904763
3259,0.257624716553288
3311,0.3825660450660451
3312,0.2793602231102231
3313,0.023809523809523808
3314,0.45
3315,0.22236981768231767
3321,0.3926136363636364
3322,0.3247863247863248
3323,0.1296957671957672
3324,0.30367789392179634
3331,0.0026494565217391303
3332,0.04047619047619047
3333,0
3334,0.19066163003663003
3339,0.17829952555184753
3341,0.2003940037553483
3342,0.07142857142857142
3343,0.10905845244080538
3344,0.40719696969696967
3351,0.1574074074074074
3352,0.041666666666666664
3353,0.17407407407407408
3354,0.09259259259259259
3355,0.075
3359,0.11388888888888889
3411,0.14307692307692307
3412,0.04616083454096501
3413,0.05555555555555555
3421,0
3422,0.10587606837606837
3423,0.0640893313847278
3431,0
3432,0.032522361359570665
3433,0.027777777777777776
3434,0.06682539682539683
3435,0.03586682502800924
3511,0.25
3512,0.2246212121212121
3513,0.17708333333333331
3514,0.09090909090909091
3521,0.04004175648912491
3522,0
4110,0.15277777777777776
4120,0.2
4131,0.2
4132,0.5
4211,0.41666666666666663
4212,0.07659170894465012
4213,0.2857142857142857
4214,0.1984126984126984
4221,0.2222000051667571
4222,0.25
4223,0.17708333333333331
4224,0.16470588235294117
4225,0.19047619047619047
4226,0.25080213903743315
4227,0.3142857142857143
4229,0.23214285714285715
4311,0.05
4312,0.07168560606060606
4313,0.125
4321,0.2296626984126984
4322,0.18181818181818182
4323,0.04370582848524025
4411,0
4412,0.10512820512820513
4413,0
4415,0.09090909090909091
4416,0.13333333333333333
4419,0.38095238095238093
5111,0
5112,0.09529220779220779
5113,0.04858934169278997
5120,0.0759313725490196
5131,0.09875539959573573
5132,0.03896103896103896
5141,0.08046398046398046
5142,0.11161742740690109
5151,0.13450292397660818
5152,0.1392857142857143
5153,0.03571428571428571
5161,0
5162,0.06666666666666667
5163,0.041666666666666664
5164,0.013461538461538462
5165,0.15674413305992252
5169,0.05411255411255411
5211,0.1111111111111111
5212,0.09090909090909091
5221,0.43478260869565216
5222,0.025
5223,0.19604126409613246
5230,0.20875420875420875
5241,0
5242,0.2727272727272727
5243,0.1875
5244,0
5245,0.18518518518518517
5246,0.05
5249,0.2921052631578947
5311,0.0078125
5312,0.06879944960440317
5321,0.1627155172413793
5322,0.05263157894736842
5329,0.1529761904761905
5411,0.12326340326340327
5412,0.09090909090909091
5413,0.125
5414,0.16201682089839983
5419,0.15471320346320347
6111,0
6112,0.006802721088435374
6113,0.012820512820512822
6114,0
6121,0
6122,0
6123,0
6129,0
6130,0
6210,0
6221,0.013597513597513598
6222,0
6223,0.022222222222222223
6224,0
7111,0.05
7112,0.05555555555555555
7113,0
7114,0
7115,0.017006802721088433
7119,0.03125
7121,0.045454545454545456
7122,0.029166666666666667
7123,0
7124,0
7125,0.05555555555555555
7126,0.04377420824789246
7127,0.047619047619047616
7131,0
7132,0.07717081630125108
7133,0.04
7211,0.06923076923076923
7212,0.057416979949874686
7213,0.015625
7214,0.03571428571428571
7215,0.06007534132534133
7221,0.04633699633699634
7222,0.07973856209150326
7223,0.08048152827564592
7224,0.1388888888888889
7231,0.1445887445887446
7232,0.15857142857142856
7233,0.08099311653764395
7234,0.08333333333333333
7311,0.05618022328548644
7312,0.024079552925706772
7313,0.015384615384615385
7314,0.10437710437710437
7315,0
7316,0.061896026122999805
7317,0.08687513466925231
7318,0.03333333333333333
7319,0.2357142857142857
7321,0.045169116597688026
7322,0.14357142857142857
7323,0.10285547785547786
7411,0.03983516483516484
7412,0.12733989329384066
7413,0
7421,0.12704676859088623
7422,0.15238095238095237
7511,0.012261904761904762
7512,0.043827768655354864
7513,0.02631578947368421
7514,0
7515,0.06105263157894737
7516,0.04079254079254079
7521,0
7522,0
7523,0.04139194139194139
7531,0.09999999999999999
7532,0.10828754578754579
7533,0.1
7534,0.09956709956709957
7535,0.13392857142857142
7536,0.01584022038567493
7541,0
7542,0.07692307692307693
7543,0.18697533442281342
7544,0.0625
8111,0.12571428571428572
8112,0.1605392156862745
8113,0.029854096520763186
8114,0.042072510822510824
8121,0.08972693972693974
8122,0.04493538868538868
8131,0.11906914924156303
8132,0.10795454545454546
8141,0.03631221719457014
8142,0.1547234247234247
8143,0.09196567321567321
8151,0.053968253968253964
8152,0.090625
8153,0.14624183006535948
8154,0
8155,0.16430976430976432
8156,0.09318181818181819
8157,0.07268518518518519
8159,0.05133928571428571
8160,0.0338900094576865
8171,0.0724702380952381
8172,0.08915419102584878
8181,0.17119708994708993
8182,0.1125
8183,0.09061624649859944
8189,0.14285714285714285
8211,0.16343063502154412
8212,0.04967763329107867
8219,0.11642398006034368
8311,0.10526315789473684
8312,0
8321,0.18181818181818182
8322,0.07481538069773364
8331,0.03905508072174739
8332,0.022058823529411763
8341,0
8342,0.01
8343,0.015384615384615385
8344,0.03333333333333333
8350,0.0071428571428571435
9111,0
9112,0.048412698412698414
9121,0.125
9122,0.08333333333333333
9123,0
9129,0.17424242424242423
9211,0
9212,0
9213,0
9214,0
9215,0.045454545454545456
9216,0.007142857142857143
9311,0.1111111111111111
9312,0.008928571428571428
9313,0
9321,0.1
9329,0
9331,0.25
9332,0.125
9333,0.08990184413301028
9334,0.125
9411,0.06512605042016806
9412,0.08571428571428572
9510,0
9520,0.0625
9611,0.16666666666666666
9612,0.36428571428571427
9613,0
9621,0
9622,0.1
9623,0
9629,0.08189942643724156
